,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X125,64230,80068,61915,73496,56099.59826,75848.37852,59653.80477,72388.01167,125,HTS:TDFP
X126,26821,34754,23412,36343,28034.73844,36598.31581,28871.61198,35484.45145,126,HTS:TDFP
X128,43237,58428,44254,50014,40369.98135,54704.06681,43298.91006,51516.1928,128,HTS:TDFP
X130,26488,34131,29277,27850,25886.52108,31800.31891,28234.88165,30259.16195,130,HTS:TDFP
X131,27139,33606,23531,24681,27520.7162,32293.81973,30075.76012,30789.65055,131,HTS:TDFP
X133,30220,39518,27931,37680,29006.94169,37370.48861,31526.41765,35521.33759,133,HTS:TDFP
X134,25958,30388,23044,24572,23994.74497,29025.34782,25006.35201,27967.75788,134,HTS:TDFP
X135,33912,41465,32709,36284,30622.48621,39537.09434,32391.42009,37701.09954,135,HTS:TDFP
X138,41858,51948,35453,51265,37489.40469,48410.29971,39713.40482,45754.44989,138,HTS:TDFP
X140,39744,48861,39575,45864,36631.07046,46840.27817,38790.63808,44349.27709,140,HTS:TDFP
X141,28298,37114,27638,37480,26932.09242,33564.25986,29477.49497,31750.36335,141,HTS:TDFP
X142,24001,28740,22314,24034,23151.75437,28203.02776,24172.86993,27122.8475,142,HTS:TDFP
X143,31964,45140,30548,40168,28791.07456,42055.60145,32586.93836,39157.27418,143,HTS:TDFP
X146,42649,54964,37827,47654,40887.61193,53741.30921,44444.0567,50967.79729,146,HTS:TDFP
X147,42515,55425,38232,46406,41011.94408,53400.47476,43488.02484,50805.38044,147,HTS:TDFP
X148,48539,59394,44032,46954,43767.58075,56415.39941,46249.26322,53559.09108,148,HTS:TDFP
X150,47286,58713,45591,57782,44468.52731,52932.81544,48200.57715,50115.1209,150,HTS:TDFP
X151,40156,45606,34701,43115,34883.50537,46474.96481,37247.61495,44009.76864,151,HTS:TDFP
X152,27711,37540,24715,33968,24266.00279,36327.38853,27420.69875,33785.34657,152,HTS:TDFP
X153,29916,41055,25502,39533,32702.11523,43335.72528,35422.73478,41609.73966,153,HTS:TDFP
X154,48436,60034,46219,53519,46083.2826,57937.63643,48193.69163,55524.86784,154,HTS:TDFP
X156,33107,44874,30638,44735,32192.44335,45146.34537,34863.87009,42602.41163,156,HTS:TDFP
X157,51551,66924,46931,54913,45648.32052,62453.89868,49121.16015,58607.34278,157,HTS:TDFP
X158,47507,55186,43595,49901,42525.13392,50801.06578,44789.14055,49063.07718,158,HTS:TDFP
X160,28503,37758,30309,32832,27676.02436,37036.33326,29310.6181,35182.50028,160,HTS:TDFP
X161,40391,46126,35920,39689,38048.3966,46581.11723,39531.19242,44730.23272,161,HTS:TDFP
X162,39249,54565,38338,50637,36086.98312,51567.09731,39472.01557,48114.60623,162,HTS:TDFP
X163,39866,40656,34218,33371,36374.15887,42576.42842,37960.99911,41304.36819,163,HTS:TDFP
X166,29727,34614,28127,31527,29650.21708,36557.02387,30771.15851,34642.99771,166,HTS:TDFP
X167,47582,63034,45302,61418,45286.34163,62673.60202,48256.44284,59041.92232,167,HTS:TDFP
X168,39726,52610,39346,52381,35456.53584,48212.17909,37605.1773,45468.5907,168,HTS:TDFP
X169,29860,39903,25420,35568,31271.37319,37570.52915,31999.22142,36590.91333,169,HTS:TDFP
X170,21616,28152,20204,25539,23042.22574,28030.13739,24199.13066,27228.43162,170,HTS:TDFP
X171,39570,52792,37440,45594,39016.97557,54812.24632,41936.53737,51656.50379,171,HTS:TDFP
X173,42699,57762,40344,48471,39119.45068,51688.79675,42890.54954,48900.83617,173,HTS:TDFP
X175,33350,43747,29381,33164,27751.35256,38127.83429,32571.48935,35243.74714,175,HTS:TDFP
X176,26385,32682,22869,30490,25171.64529,33336.39113,26964.85265,31666.0232,176,HTS:TDFP
X177,20084,25843,15516,22054,18644.59367,25822.73588,19896.33201,24595.85228,177,HTS:TDFP
X178,53069,67289,49783,62139,50982.23786,64325.9587,54542.82955,61486.61046,178,HTS:TDFP
X179,37868,47610,32981,44783,35773.28856,48824.89217,38622.59057,45916.29039,179,HTS:TDFP
X180,39068,52316,35156,42399,34477.1499,46171.06127,37779.61029,43629.17398,180,HTS:TDFP
X182,27760,36012,28282,34032,28167.4909,36155.80956,30025.92153,34384.33201,182,HTS:TDFP
X184,33815,41783,31161,37341,31451.94021,41674.12049,34383.084,39442.81954,184,HTS:TDFP
X185,32682,47461,29783,39125,35962.97096,45961.54096,38447.30352,44517.75533,185,HTS:TDFP
X187,33406,43733,31202,37535,30747.9892,39968.43241,32669.70028,37614.83805,187,HTS:TDFP
X188,26229,39848,26445,41989,25147.7384,33464.71353,27528.03246,31649.81202,188,HTS:TDFP
X189,45209,55900,45588,50399,44573.551,53394.16876,47119.34526,51526.47694,189,HTS:TDFP
X193,24835,38057,25462,35530,23586.75963,35236.0075,26217.97594,32807.58052,193,HTS:TDFP
X194,27956,32599,26415,32620,25640.96107,30751.09237,26511.14313,29609.94165,194,HTS:TDFP
X195,57015,66674,49347,60232,50657.58218,68292.13279,54364.45672,64484.11531,195,HTS:TDFP
X196,28950,33234,25922,31023,25503.6929,32234.72349,27848.51904,30262.14006,196,HTS:TDFP
X197,34431,47821,32275,41890,33439.08741,42015.23508,36815.99481,39721.38339,197,HTS:TDFP
X198,13446,20220,11857,19524,11801.44696,19774.50461,13939.3936,18080.11275,198,HTS:TDFP
X199,43018,56930,44360,51350,42776.3413,52138.68879,45516.14927,50128.43869,199,HTS:TDFP
X200,43160,47197,35962,40999,37724.15182,48236.85165,39678.23062,46329.8407,200,HTS:TDFP
X201,29340,35977,30055,31066,26002.62186,34834.83068,28138.62855,33106.33754,201,HTS:TDFP
X202,35958,42665,35488,37764,33883.27087,40626.31717,34860.54105,39203.46404,202,HTS:TDFP
X203,39557,47245,34808,40804,36543.3906,41937.28036,39165.56305,40171.0455,203,HTS:TDFP
X205,33627,44763,32779,37963,28521.05147,43462.61662,32108.83087,40447.47948,205,HTS:TDFP
X206,39729,50199,35770,44338,39874.72279,50255.08875,42145.37972,47836.92042,206,HTS:TDFP
X207,58200,81625,52320,69136,51449.9502,73603.08393,55637.49838,68907.90111,207,HTS:TDFP
X208,17267,21245,15626,18078,13958.49804,17874.94103,15929.90361,16726.83373,208,HTS:TDFP
X209,39174,46735,41943,46130,33917.8191,41219.74265,37415.94482,38458.26262,209,HTS:TDFP
X210,14965,21062,14607,19651,15665.32239,19850.31758,16901.21457,18936.09886,210,HTS:TDFP
X211,78447,95076,69610,83706,60898.52465,84381.74279,65463.31711,78954.2727,211,HTS:TDFP
X212,24395,32127,22601,26498,23084.76847,30488.28733,24698.93464,28728.87328,212,HTS:TDFP
X213,41594,57639,40949,51682,43789.24888,55234.57907,47000.61222,53019.1093,213,HTS:TDFP
X214,47680,58831,46679,51957,45958.16484,59169.2596,48463.25601,56400.19453,214,HTS:TDFP
X216,34649,42809,32682,41212,35099.10798,42515.77172,38974.32568,40388.00939,216,HTS:TDFP
X217,27860,34547,23883,27511,24258.20272,30443.74175,26289.14328,29040.98303,217,HTS:TDFP
X219,16751,19446,16731,18287,15440.69265,19539.43051,16169.36416,18675.74775,219,HTS:TDFP
X220,25258,33550,22949,27720,23772.71138,30615.54912,25082.50738,29255.14157,220,HTS:TDFP
X221,35450,42344,31141,37378,30686.97852,38882.42133,33375.54672,37444.42199,221,HTS:TDFP
X222,25900,33247,23288,28735,21350.87881,33209.93879,24617.57648,30652.8436,222,HTS:TDFP
X223,38108,45778,35410,42892,35232.12865,47472.95728,37831.95791,44733.72961,223,HTS:TDFP
X224,38660,50452,37988,47773,36519.74021,47993.13959,38937.10261,45396.6326,224,HTS:TDFP
X225,28125,36882,27294,37950,24980.04686,33881.28256,26381.95411,32010.60646,225,HTS:TDFP
X226,36244,44159,34776,39916,33567.69577,43225.23306,35527.08618,41357.4665,226,HTS:TDFP
X227,34089,38909,28048,34702,31073.22014,37726.39804,34360.88615,38848.02349,227,HTS:TDFP
X228,45695,52708,40555,46781,43453.27404,51613.24624,45892.72814,49897.22113,228,HTS:TDFP
X229,46283,60050,45116,56764,42748.82806,58482.39066,46168.31099,55049.16307,229,HTS:TDFP
X230,44412,52538,37619,41685,39401.17488,51370.21405,41316.44855,50572.76115,230,HTS:TDFP
X232,20338,26686,20025,24497,19606.75042,23129.18817,20951.77066,22448.40195,232,HTS:TDFP
X233,54440,61104,55686,59941,46231.03071,58870.48131,48839.0378,55948.47497,233,HTS:TDFP
X234,53784,69202,43108,60727,50368.17448,72197.96811,56771.40343,67384.49759,234,HTS:TDFP
X235,24921,36290,27205,34738,25897.14553,38846.4986,29211.21916,36349.6736,235,HTS:TDFP
X236,41103,49499,36650,43908,35305.94072,48549.52775,37925.54226,46112.20555,236,HTS:TDFP
X237,28773,30829,23726,23600,25230.97077,28519.08501,26172.66515,27900.05123,237,HTS:TDFP
X238,37126,44943,35044,44318,37923.79667,46355.98429,39011.78716,45063.7548,238,HTS:TDFP
X239,26886,35157,24023,30730,26870.43659,34877.25508,29070.74763,33154.44203,239,HTS:TDFP
X240,27702,32039,22320,25414,24725.00226,32053.45667,26045.93643,30552.61885,240,HTS:TDFP
X241,33898,42276,33572,36398,35223.49779,42677.12467,36571.75864,41191.68507,241,HTS:TDFP
X242,20009,29440,18721,26332,17544.60381,28114.59418,19591.23539,26169.97145,242,HTS:TDFP
X244,22687,39111,22523,33854,25752.25856,36024.90659,28217.68707,33935.59262,244,HTS:TDFP
X245,53382,63314,54972,51773,46871.91496,58888.9565,49165.0521,56103.97637,245,HTS:TDFP
X246,39161,50917,36132,41538,35122.4353,42811.47832,38335.59501,40736.64912,246,HTS:TDFP
X247,40743,56544,38806,54194,41635.86354,54435.22091,44530.70182,52030.12767,247,HTS:TDFP
X248,44647,51231,43504,44929,44751.36933,51666.61302,45860.19992,48382.93113,248,HTS:TDFP
X249,29031,37652,27060,30579,27481.1112,34923.21363,28824.36392,32781.80521,249,HTS:TDFP
X250,42887,61455,43761,61264,44191.77399,57309.64561,47132.59343,54691.33735,250,HTS:TDFP
X251,101548,117283,94252,102901,102405.284,114160.0157,104213.0874,109945.7621,251,HTS:TDFP
X252,51461,68246,49344,67213,49039.35522,68409.92367,54609.59514,64169.60172,252,HTS:TDFP
X253,26835,37344,24775,38891,26240.25875,37407.65473,28587.86649,35066.32902,253,HTS:TDFP
X254,16328,20582,16035,19531,17093.4128,19453.01231,17417.3159,19036.62678,254,HTS:TDFP
X255,32524,40804,29764,39732,32534.60171,38845.18591,35491.87453,36864.49717,255,HTS:TDFP
X256,41973,52604,36619,51787,43199.93862,54093.433,45663.19497,51724.34678,256,HTS:TDFP
X257,26689,34955,24241,29579,24413.89201,31525.24495,26821.07611,29916.73667,257,HTS:TDFP
X259,86008,89542,83534,79446,91929.74553,96951.96381,93056.44834,96512.27502,259,HTS:TDFP
X260,36983,40335,34766,31938,34553.06011,39308.57889,35214.47603,38496.18062,260,HTS:TDFP
X261,58916,85357,52827,75829,58108.08724,81517.02246,63628.02144,77219.6223,261,HTS:TDFP
X262,143534,160583,139949,146242,134329.5576,151207.4336,134613.0868,147454.0892,262,HTS:TDFP
X264,33643,47490,31895,40431,33635.04452,42768.61972,35787.21831,38478.59217,264,HTS:TDFP
X265,27473,36170,25738,35392,20342.8838,34505.14701,22802.70671,31625.104,265,HTS:TDFP
X266,23010,26840,21596,24682,22141.53966,24993.94474,22484.29027,24394.47473,266,HTS:TDFP
X267,54841,58356,53310,62985,48620.63336,52152.2426,53829.80513,51087.90489,267,HTS:TDFP
X268,24423,31333,22296,28432,21271.68181,33029.03436,23644.63113,30656.01469,268,HTS:TDFP
X269,38693,51261,33922,49332,47434.54323,56476.59365,49502.12922,55131.29221,269,HTS:TDFP
X270,56160,63311,53637,53027,45566.8349,62908.80564,51310.06597,59043.5216,270,HTS:TDFP
X271,35677,56543,33437,55321,39303.05312,50362.61816,42558.08442,47934.71546,271,HTS:TDFP
X272,29590,43732,29439,42022,27838.26795,41189.12886,30559.53362,38542.68792,272,HTS:TDFP
X273,39149,50252,35808,46078,35562.31826,49961.48008,39860.09319,46756.45747,273,HTS:TDFP
X274,39043,42909,40325,37210,38011.01871,40253.65801,38705.00392,40192.36199,274,HTS:TDFP
X276,19681,24577,17637,23232,20008.57499,24323.25066,22350.04573,23579.50304,276,HTS:TDFP
X278,40676,50075,35213,41249,34437.85386,46045.89115,36913.51218,42940.16467,278,HTS:TDFP
X280,34025,41420,34665,39647,32327.59211,38054.52757,34400.11279,36245.16079,280,HTS:TDFP
X281,35082,41065,29228,35315,30662.03569,36694.02939,32460.95932,34202.00095,281,HTS:TDFP
X282,24803,30214,22314,23874,19966.82901,29011.94317,21737.91413,27373.42711,282,HTS:TDFP
X285,29759,36833,31307,30347,27581.0475,34548.57317,28945.35974,33199.15892,285,HTS:TDFP
X286,18199,26051,16453,24366,21120.86376,27099.15355,24074.65465,27173.57414,286,HTS:TDFP
X289,32182,39524,31963,34480,32636.60405,38334.52914,33738.75023,37664.16417,289,HTS:TDFP
X290,38528,47038,30506,40103,32522.55359,46747.01503,36415.08886,43684.24841,290,HTS:TDFP
X291,41529,53105,36768,49352,39378.10971,49889.41022,44276.10733,46650.85372,291,HTS:TDFP
X292,15026,0,0,0,13296.12252,56583.4307,22073.66498,46836.29278,292,HTS:TDFP
X293,32067,42323,28361,35935,30162.64945,38884.71547,33167.26518,36614.46066,293,HTS:TDFP
X294,32618,41492,34683,39244,28770.70681,39402.90768,30533.73126,36987.95964,294,HTS:TDFP
X295,31759,42242,32032,38669,27381.59958,37121.66044,28950.19383,34809.68158,295,HTS:TDFP
X296,37253,45735,37508,44292,33349.90564,44143.04289,35539.91293,41863.39867,296,HTS:TDFP
X297,35583,48594,36554,47852,31956.76399,45646.23355,34403.85679,42723.54437,297,HTS:TDFP
X299,53554,61464,65976,59217,50236.41756,55641.61863,47822.45237,51831.27257,299,HTS:TDFP
X300,39103,52669,42260,44420,39303.8512,48700.5175,41426.60932,47050.4846,300,HTS:TDFP
X301,28944,37223,28934,30162,28714.0116,34815.87026,30018.5058,33345.26772,301,HTS:TDFP
X302,19624,26495,19913,23907,20670.35335,22730.69065,21350.88159,22515.7308,302,HTS:TDFP
X303,32460,41162,29634,38220,29977.59792,35137.84552,33073.74972,34893.10901,303,HTS:TDFP
X304,35673,42044,34172,41056,33460.79377,45533.00207,35654.23618,43409.87432,304,HTS:TDFP
X305,32007,43349,32166,35564,32039.74129,38922.91042,34973.99937,36950.74518,305,HTS:TDFP
X307,13972,17990,12432,17849,11943.6679,18034.40972,13129.23694,16870.01879,307,HTS:TDFP
X308,47107,59093,41533,50578,43476.38353,54768.74426,45359.60581,52822.31069,308,HTS:TDFP
X309,34242,45832,30796,42704,32668.83979,45120.25848,35540.24752,42629.75193,309,HTS:TDFP
X310,55508,68861,50655,62374,48012.98867,62470.64611,50805.72995,58910.0894,310,HTS:TDFP
X311,36148,46164,36273,41554,33086.14078,43736.46594,35273.30082,41720.25224,311,HTS:TDFP
X312,28458,38563,28762,33593,25879.99937,36569.14955,28082.88159,34471.46606,312,HTS:TDFP
X313,37025,48100,33904,46419,32570.37778,46958.24274,35284.39274,44190.35482,313,HTS:TDFP
X314,25560,32500,24087,31880,25786.08119,31081.00802,27261.32201,29956.19905,314,HTS:TDFP
X315,24638,29994,23018,26533,21714.59452,27080.90442,22569.22656,25315.04946,315,HTS:TDFP
X316,52009,67787,45563,57985,47000.16876,66522.5443,52566.12892,62261.7156,316,HTS:TDFP
X318,41848,49281,37353,43969,38913.85447,45703.99341,41529.20859,43756.62523,318,HTS:TDFP
X319,39981,50178,38243,43349,40235.67552,46899.28288,42687.61508,45035.82506,319,HTS:TDFP
X320,85940,101360,79960,91531,77295.4062,91366.21386,81129.08361,85591.92659,320,HTS:TDFP
X321,33027,40713,29783,37311,31356.46732,34735.89833,34257.02001,32614.13772,321,HTS:TDFP
X322,27568,35388,23406,34002,22371.79868,33295.94464,24568.32867,31066.32216,322,HTS:TDFP
X323,41074,49606,41763,44899,38880.55087,48532.58962,40494.91995,46330.30635,323,HTS:TDFP
X324,24034,35068,24296,36075,26640.67553,36617.41148,28464.58155,34861.08613,324,HTS:TDFP
X325,30391,38863,30694,38371,33082.23018,39082.9098,34382.69286,37936.49386,325,HTS:TDFP
X326,28786,36875,28094,34116,27066.45026,35745.46821,28711.07325,33879.18227,326,HTS:TDFP
X327,40697,52559,38008,49725,41345.73914,47958.24233,44589.53926,45926.6991,327,HTS:TDFP
X328,22636,28958,21909,26533,22022.63298,28021.08661,23199.51674,26900.98447,328,HTS:TDFP
X329,34032,44918,31046,40781,34953.16519,42254.63016,37674.53993,39746.98483,329,HTS:TDFP
X330,19390,27246,18709,22528,21662.50283,24990.62638,22724.81124,23974.88408,330,HTS:TDFP
X331,30368,37076,29448,33874,27297.71065,35569.24071,28753.73526,34121.23071,331,HTS:TDFP
X332,20017,22109,17914,21804,18162.0532,23633.62467,19190.35933,22391.1921,332,HTS:TDFP
