,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,W-131,W-132,W-133,W-134,sMAPE
X37,35599,46140,33045,41853,31840.81829,42935.14481,30463.98178,43354.66289,37,SVD:TSLM,0.111452901,0.071958462,0.081280416,0.035247132,7.498472778
X38,30014,43200,27715,36029,29068.9603,42340.70283,30033.17814,43890.09844,38,SVD:TSLM,0.031990262,0.020090954,0.080285758,0.196726404,8.227334484
X39,23247,30991,21427,32916,20628.6187,30152.62297,21944.84064,36045.17091,39,SVD:TSLM,0.119354729,0.027423204,0.023879118,0.090751676,6.535218174
X40,23031,28918,25224,26328,24073.97848,26672.3349,22083.54174,25698.21707,40,SVD:TSLM,0.044283153,0.080793365,0.132767764,0.024210214,7.051362383
X42,52677,65226,48837,57047,52803.28398,67771.21829,54116.49604,73220.20248,42,SVD:TSLM,0.002394457,0.03827476,0.102560792,0.248308126,9.788453362
X43,31905,41134,30327,37034,30984.40528,43758.26149,33625.0894,46316.7963,43,SVD:TSLM,0.029276623,0.061825694,0.103142507,0.222740435,10.42463147
X44,25323,34895,24389,31814,26487.28361,34390.96826,24249.54364,38190.71849,44,SVD:TSLM,0.044944113,0.014549316,0.005734397,0.182179677,6.185187569
X45,27705,36896,27931,30659,27324.73019,35010.36408,25338.81554,37058.73312,45,SVD:TSLM,0.013820522,0.052446983,0.097322825,0.189012031,8.815059011
X47,39002,50227,34536,41714,35677.83485,47326.42482,37389.82207,50758.54316,47,SVD:TSLM,0.089024438,0.059466394,0.07935459,0.195615755,10.58652941
X48,18510,23535,16543,18820,18163.40199,21993.17502,16319.95644,23236.61264,48,SVD:TSLM,0.018901874,0.067730586,0.013574163,0.210031782,7.755960099
X49,40798,51329,40189,49252,39308.59487,48266.86261,38804.54025,51347.05519,49,SVD:TSLM,0.037185581,0.061491257,0.03505248,0.041651588,4.384522644
X50,22600,32021,22050,27798,21643.80335,29433.48269,20982.59522,31406.58087,50,SVD:TSLM,0.043223981,0.084209229,0.049609129,0.121902083,7.473610546
X53,29262,36331,26459,33803,25271.57582,31660.1653,25752.64155,38576.67332,53,SVD:TSLM,0.146347424,0.137395342,0.027057508,0.131906462,11.0676684
X54,40180,52331,38909,50043,37415.61099,51256.16883,37201.01255,50416.88426,54,SVD:TSLM,0.071251169,0.020752207,0.04488207,0.007443454,3.608222496
X55,28773,33154,22805,29899,26617.3947,33417.45586,24978.12058,34354.42352,55,SVD:TSLM,0.077833181,0.00791498,0.090957667,0.138682837,7.884716596
X56,46275,55610,45413,46135,44089.13456,54648.60643,40831.39772,54402.83519,56,SVD:TSLM,0.048379049,0.017438885,0.106246954,0.164472115,8.413425065
X57,45906,60932,42938,56987,42571.59875,56733.07823,39045.43341,57886.62713,57,SVD:TSLM,0.075372779,0.071370739,0.094959833,0.015662901,6.434156304
X59,28472,35097,26599,32150,26388.15085,33963.16376,26511.28479,38255.61882,59,SVD:TSLM,0.075969501,0.032836187,0.003303135,0.173441237,7.138751515
X60,48453,59689,41160,57371,42367.70694,59637.57766,42683.48314,60107.43648,60,SVD:TSLM,0.134006732,0.000861876,0.036341122,0.046586192,5.44489804
X61,26301,35862,29862,32508,24624.70913,35531.06685,26698.84456,37715.90912,61,SVD:TSLM,0.065832794,0.009270736,0.111849654,0.148322963,8.381903676
X62,34649,42543,31282,37708,34574.04797,42397.95233,35904.08563,44492.27494,62,SVD:TSLM,0.002165522,0.003415259,0.137590562,0.165066965,7.70595769
X63,38624,51519,34536,48096,34355.33981,48761.0228,33037.59106,55014.72488,63,SVD:TSLM,0.116982702,0.055005516,0.044348951,0.134199908,8.763426924
X64,58917,76020,53422,65730,58005.6761,74727.98324,56491.18462,80205.04611,64,SVD:TSLM,0.015588489,0.017141414,0.055847433,0.198376559,7.173847347
X65,25936,34157,24194,33270,23037.03161,32962.94469,24405.50184,38143.64335,65,SVD:TSLM,0.1183904,0.035579747,0.008703869,0.136490539,7.479113853
X66,34278,42558,33676,37995,32332.7426,39934.63226,31103.303,40993.06384,66,SVD:TSLM,0.058406717,0.063602474,0.079429598,0.07591182,6.933765222
X67,40776,55384,42589,57426,40100.01689,51233.18784,37249.30592,54876.35711,67,SVD:TSLM,0.016716528,0.077863846,0.13376271,0.045406756,6.843746023
X68,46948,54955,48309,45489,39133.63141,44650.93108,37769.17383,52594.96676,68,SVD:TSLM,0.181557168,0.206896694,0.244889632,0.144895583,19.45597692
X69,49547,60499,49506,53897,47221.62398,54688.25596,44909.48968,62818.60765,69,SVD:TSLM,0.048060537,0.100892134,0.097367717,0.152877714,9.979952548
X70,34509,43577,35657,42239,33240.2347,43750.22329,30593.62663,46713.35417,70,SVD:TSLM,0.037454749,0.003967223,0.152855109,0.100601141,7.371955559
X71,43948,59134,39953,55022,45004.11755,59394.21523,43433.11983,64232.16692,71,SVD:TSLM,0.023745754,0.004390773,0.083470003,0.154462811,6.651733514
X73,25134,31742,23300,26984,22793.35926,28781.87857,22982.88111,31124.10335,73,SVD:TSLM,0.097674513,0.097816647,0.013703507,0.142496592,8.792281475
X74,30712,37370,27617,35419,31309.62536,39684.42563,30396.46346,41686.40035,74,SVD:TSLM,0.019271516,0.060072491,0.095821325,0.162567092,8.443310569
X75,35213,42547,35543,36109,32665.81811,38846.01673,32068.92491,42248.22913,75,SVD:TSLM,0.075050862,0.090941052,0.102765159,0.156698474,10.63638865
X77,40160,54536,40889,46717,39526.49579,51812.47994,38454.46595,53884.57196,77,SVD:TSLM,0.015899914,0.051218787,0.06136697,0.142494234,6.774497615
X78,19618,25167,16890,24138,17422.45847,24012.5343,17491.54621,26643.74146,78,SVD:TSLM,0.118548291,0.046949029,0.034992388,0.098686709,7.479410441
X79,28910,39963,28891,37439,26919.36446,37321.67839,24627.57085,41696.98567,79,SVD:TSLM,0.071311417,0.068353047,0.159325224,0.107611869,10.16503892
X80,41137,53417,43679,46890,40485.11578,52649.4207,38903.36441,53553.33102,80,SVD:TSLM,0.015973225,0.014473559,0.115657517,0.132678416,6.969567916
X82,49381,59509,41365,53869,48078.01045,59583.16357,44782.21068,66342.55299,82,SVD:TSLM,0.026739232,0.001245482,0.079334215,0.207526692,7.871140544
X83,18880,23593,17194,20197,21044.69385,26171.06274,21713.06927,26354.6711,83,SVD:TSLM,0.108438845,0.103611426,0.232300677,0.264552097,17.72257612
X84,72148,83122,64039,74240,69666.43094,88052.40145,70498.88185,90733.17451,84,SVD:TSLM,0.034997412,0.057606761,0.096030676,0.199949774,9.714615595
X85,48194,57642,46600,49439,45949.2435,54308.27928,45713.50302,54916.78431,85,SVD:TSLM,0.047688106,0.059557167,0.019206226,0.104982859,5.785858944
X86,22576,29180,20463,25959,22314.87216,31410.06503,21981.6047,33101.80077,86,SVD:TSLM,0.011633895,0.073611574,0.071557019,0.241879578,9.967051642
X87,32301,38298,29419,34134,31908.80452,41578.16333,28828.2341,39296.70028,87,SVD:TSLM,0.012216062,0.082131219,0.020284771,0.140614219,6.381156771
X88,31571,42868,27664,38070,30675.73268,40378.66016,29436.87973,45144.9203,88,SVD:TSLM,0.028765118,0.059806359,0.062096407,0.170039706,8.017689775
X90,45816,54372,39885,48894,43839.58878,56122.42565,43389.5002,57036.99786,90,SVD:TSLM,0.044088969,0.031683511,0.084167427,0.153741549,7.842036379
X91,22319,32096,23358,32319,21353.50226,29347.13893,20477.33461,32697.27529,91,SVD:TSLM,0.044215362,0.089476583,0.131431203,0.011636326,6.918986861
X92,32029,43894,26725,39115,31175.49339,43871.08282,30813.32056,46647.69917,92,SVD:TSLM,0.027007783,0.000522239,0.142107747,0.175663762,8.632538267
X93,30772,39478,26853,33027,31139.7193,39512.52372,29170.81599,42684.25765,93,SVD:TSLM,0.011878827,0.000874123,0.082743953,0.255107574,8.76511193
X94,39045,49993,33217,44151,37852.41709,49214.70882,35688.60949,54106.43076,94,SVD:TSLM,0.031017502,0.015690135,0.071738992,0.202639753,8.027159574
X95,35859,46335,33339,43987,34418.50253,43654.20986,33182.10448,48254.84738,95,SVD:TSLM,0.040994555,0.059580257,0.004717165,0.092536034,4.945700297
X96,24612,34933,25538,37059,24473.09153,33823.98835,24919.83418,37973.80033,96,SVD:TSLM,0.005659905,0.032258878,0.024502273,0.024384011,2.170126684
X97,38566,45898,34033,42418,32580.18828,46174.70841,33691.1742,46305.41334,97,SVD:TSLM,0.168267953,0.00601065,0.010094647,0.087629932,6.800079529
X98,29127,37591,27169,31448,28351.48262,36227.50809,28436.64888,41684.50812,98,SVD:TSLM,0.026984616,0.036941736,0.045594248,0.279944128,9.7366182
X101,41324,55887,36170,46946,38543.15083,49004.13923,34425.16946,56474.0588,101,SVD:TSLM,0.069636869,0.131238174,0.049432009,0.184259396,10.86416121
X102,36247,46471,29490,44898,35418.15702,45365.21011,30915.60699,53264.10746,102,SVD:TSLM,0.023130989,0.024081784,0.047201148,0.170454928,6.62172121
X103,28072,30947,24675,24968,25397.27056,31061.86932,26220.74517,31934.15637,103,SVD:TSLM,0.100047351,0.003704932,0.060741626,0.244846832,10.23351854
X104,60967,68735,57671,53272,56423.96074,66182.89968,54121.75912,67869.63263,104,SVD:TSLM,0.077400155,0.037831901,0.063496794,0.241001088,10.49324844
X105,25924,33178,25986,33037,26450.3102,34633.25651,26401.47595,36872.48463,105,SVD:TSLM,0.020098029,0.042920795,0.015861652,0.109727161,4.715190904
X106,51707,62078,46659,47735,47047.60687,56121.00298,45689.25794,59803.94458,106,SVD:TSLM,0.094363054,0.100796062,0.021001848,0.224457189,11.01545382
X107,43336,49429,42796,40615,40949.93899,45634.29332,39272.80881,51402.92886,107,SVD:TSLM,0.056618246,0.079835372,0.085859445,0.234474498,11.41968903
X109,37149,45197,32764,35447,33619.93321,41460.22451,30963.7779,47519.33326,109,SVD:TSLM,0.099734916,0.086242677,0.05649725,0.29101764,13.33731206
X110,26352,30955,26264,32070,21928.76224,26850.35645,21942.67423,30085.40212,110,SVD:TSLM,0.183229823,0.142016028,0.179283298,0.063859224,14.20970932
X111,34572,47222,34646,41719,33545.91593,44905.56428,32529.52053,48022.53359,111,SVD:TSLM,0.030126702,0.050287571,0.063013415,0.140481967,7.097741373
X112,36735,39790,39521,34581,35173.08113,37946.95705,31477.87473,41594.68891,112,SVD:TSLM,0.043442096,0.047417419,0.2265705,0.184145073,12.53937721
X114,28885,35680,25822,30981,25683.04377,34628.69928,24911.24498,34307.59381,114,SVD:TSLM,0.11735646,0.029905281,0.035903677,0.101904287,7.126742649
X116,37844,47350,37372,37711,37898.00531,46377.31281,37075.9304,47581.56128,116,SVD:TSLM,0.001426033,0.020755683,0.007953736,0.231451867,6.539682987
X117,20056,23628,17373,21094,19679.7414,23112.80956,19426.68977,25382.64792,117,SVD:TSLM,0.018938044,0.022044566,0.111614515,0.184550656,8.428694521
X118,44141,62009,37842,51688,38794.18206,54879.23569,38020.01747,60585.56537,118,SVD:TSLM,0.128939681,0.121992847,0.004693191,0.158497957,10.35309188
X119,33005,39049,28783,32958,30771.06275,38658.8057,29058.22403,43803.0343,119,SVD:TSLM,0.070055665,0.010042602,0.009516535,0.282566133,9.304523394
X120,36482,47236,38098,44971,34855.58327,46958.33234,35056.80002,49273.5176,120,SVD:TSLM,0.045597752,0.005895634,0.083144236,0.091305419,5.648576048
X121,21810,27714,20073,25242,22594.42327,27270.3989,20670.81065,28867.8304,121,SVD:TSLM,0.035330862,0.016135526,0.029344857,0.134017437,5.370717053
X122,51505,59765,58768,66797,41258.74152,52204.05154,38974.83667,55889.21786,122,SVD:TSLM,0.22091085,0.135054256,0.405004888,0.177815933,23.46964817
X123,43262,56483,38807,52986,40179.26201,48585.17252,38183.12698,57714.4111,123,SVD:TSLM,0.073890014,0.150337201,0.016206572,0.085427164,8.146523768
X124,25183,26199,20951,25394,26113.16851,29202.94769,24554.81548,32343.54839,124,SVD:TSLM,0.036266588,0.108441953,0.158389227,0.240728905,13.59566682
X125,64230,80068,61915,73496,61872.31172,70065.36758,56437.18346,85315.31417,125,SVD:TSLM,0.03739326,0.133249957,0.092568069,0.148847256,10.30146357
X126,26821,34754,23412,36343,27192.88794,36109.07577,24631.98546,37460.6403,126,SVD:TSLM,0.013770086,0.038244904,0.050786189,0.030286861,3.327201001
X128,43237,58428,44254,50014,40992.8213,54718.77115,40591.79807,60736.93784,128,SVD:TSLM,0.053287035,0.065564909,0.086326065,0.193640579,9.970464661
X130,26488,34131,29277,27850,25973.88799,34424.18052,28039.5605,37168.11149,130,SVD:TSLM,0.019599448,0.008553125,0.043179126,0.286631256,8.94907388
X131,27139,33606,23531,24681,29681.24783,34727.56732,28194.22835,35469.42581,131,SVD:TSLM,0.08948387,0.032826248,0.180307695,0.358714861,16.53331685
X133,30220,39518,27931,37680,29283.60326,36848.29164,26617.58392,40543.45217,133,SVD:TSLM,0.031473615,0.069918502,0.048155827,0.073212115,5.569001452
X134,25958,30388,23044,24572,25051.01509,29642.94231,24048.13685,30052.0357,134,SVD:TSLM,0.03556175,0.024822455,0.042645627,0.200645581,7.591885329
X135,33912,41465,32709,36284,31333.72166,40734.24615,30049.31909,42046.35844,135,SVD:TSLM,0.079032871,0.017780062,0.084759469,0.147129633,8.217550872
X138,41858,51948,35453,51265,36110.13942,48500.72942,37654.93303,53568.12795,138,SVD:TSLM,0.147441266,0.068637415,0.060237869,0.043938934,8.006387092
X140,39744,48861,39575,45864,39528.76224,46081.968,36831.62728,51629.10895,140,SVD:TSLM,0.005430308,0.058541081,0.071809811,0.118267004,6.351205097
X141,28298,37114,27638,37480,27918.37056,36983.78463,25014.89303,37244.98261,141,SVD:TSLM,0.01350601,0.00351469,0.099637715,0.006290196,3.073715275
X142,24001,28740,22314,24034,23579.15957,28198.52305,22794.09877,29364.87632,142,SVD:TSLM,0.017731779,0.019019705,0.021286589,0.199662491,6.442514066
X143,31964,45140,30548,40168,31636.32097,40572.49601,26709.08522,47196.79714,143,SVD:TSLM,0.01030432,0.106577318,0.134093965,0.16090685,10.29706132
X146,42649,54964,37827,47654,42410.68334,56004.50473,40797.42234,58346.05777,146,SVD:TSLM,0.005603516,0.018753154,0.075559788,0.201736829,7.541332184
X147,42515,55425,38232,46406,43573.85232,53519.65408,40482.47823,57266.79195,147,SVD:TSLM,0.024599058,0.034978236,0.057180795,0.209520584,8.156966822
X148,48539,59394,44032,46954,48564.56976,60024.40949,44758.57667,60962.05675,148,SVD:TSLM,0.000526649,0.010557995,0.016366076,0.259610241,7.176524037
X150,47286,58713,45591,57782,42356.02174,53708.62232,41315.39558,59251.12598,150,SVD:TSLM,0.109992572,0.08902874,0.098395622,0.025106156,8.063077248
X151,40156,45606,34701,43115,35481.54659,45171.83708,35100.64623,50621.35416,151,SVD:TSLM,0.123601402,0.009565395,0.011450911,0.160158867,7.619414391
X152,27711,37540,24715,33968,26643.82806,35976.97961,26522.96623,40253.28056,152,SVD:TSLM,0.039266868,0.042521344,0.07057135,0.169365996,8.04313897
X153,29916,41055,25502,39533,31364.58582,41479.282,28254.84431,45263.8363,153,SVD:TSLM,0.047277153,0.010281352,0.102418375,0.135166276,7.378578899
X154,48436,60034,46219,53519,45588.30928,61571.62115,43898.14315,60437.01758,154,SVD:TSLM,0.060573499,0.025288653,0.051507555,0.121415573,6.469631994
X156,33107,44874,30638,44735,32158.54148,42689.74078,30171.71664,48611.04719,156,SVD:TSLM,0.029064603,0.049889582,0.015335818,0.083046841,4.433421099
X157,51551,66924,46931,54913,51734.07173,65355.08019,51576.60275,70589.28107,157,SVD:TSLM,0.003544979,0.02372136,0.094319679,0.249816672,9.285067249
X158,47507,55186,43595,49901,45770.52625,52724.33626,38689.50024,53331.97176,158,SVD:TSLM,0.037232414,0.045624244,0.119232656,0.066470464,6.713994449
X160,28503,37758,30309,32832,28159.33101,35396.25294,26639.15131,39245.11519,160,SVD:TSLM,0.012130422,0.064568961,0.128883857,0.177951495,9.588368365
X161,40391,46126,35920,39689,40190.40514,48743.08841,39839.62092,49012.16609,161,SVD:TSLM,0.004978689,0.055172627,0.103475199,0.210215187,9.346042523
X162,39249,54565,38338,50637,36252.20703,52033.80862,36667.98003,56364.0992,162,SVD:TSLM,0.079383975,0.04749005,0.044530315,0.107047483,6.9612956
X163,39866,40656,34218,33371,37121.20509,41543.74464,34528.27255,43445.23217,163,SVD:TSLM,0.071305223,0.021599693,0.0090266,0.262294359,9.105646868
X166,29727,34614,28127,31527,29471.92717,33842.14656,28484.53402,39263.88064,166,SVD:TSLM,0.008617482,0.022550303,0.012631137,0.218584105,6.559575671
X167,47582,63034,45302,61418,44962.63169,59419.78038,44157.61228,67522.99661,167,SVD:TSLM,0.056607677,0.059029939,0.025584455,0.094694423,5.897912355
X168,39726,52610,39346,52381,38108.85613,48429.10957,35941.45446,52221.18056,168,SVD:TSLM,0.041553205,0.082757864,0.090441245,0.003055757,5.445201767
X169,29860,39903,25420,35568,28962.12986,39693.41122,27968.83917,40720.83263,169,SVD:TSLM,0.030528311,0.005266287,0.095482097,0.135087468,6.659104099
X170,21616,28152,20204,25539,19684.69434,26293.10144,19568.95177,27439.98774,170,SVD:TSLM,0.093524125,0.068285246,0.031933674,0.071763838,6.637672059
X171,39570,52792,37440,45594,41798.30591,54619.48264,42044.04911,59867.2603,171,SVD:TSLM,0.054770857,0.034027696,0.115848379,0.270682529,11.8832365
X173,42699,57762,40344,48471,40924.64605,50303.10552,36055.72384,56436.10531,173,SVD:TSLM,0.042436656,0.138044458,0.112258944,0.151850636,11.11476735
X175,33350,43747,29381,33164,31539.56676,38456.96205,29310.89827,45090.32503,175,SVD:TSLM,0.055800442,0.128705182,0.002388804,0.304809351,12.29259448
X176,26385,32682,22869,30490,26453.78228,33981.9373,24874.52662,35700.52254,176,SVD:TSLM,0.002603477,0.038999716,0.084012504,0.157440139,7.076395908
X177,20084,25843,15516,22054,16281.54416,23129.63705,18612.94469,28028.61103,177,SVD:TSLM,0.2091241,0.110811388,0.181484937,0.238590237,18.50026656
X178,53069,67289,49783,62139,48465.85541,66805.99195,48586.26516,68781.78436,178,SVD:TSLM,0.09067122,0.007203969,0.024331479,0.101477919,5.592114641
X179,37868,47610,32981,44783,36935.11193,47162.85538,34790.09407,53947.61239,179,SVD:TSLM,0.024942494,0.009436133,0.053388368,0.185648851,6.835396151
X180,39068,52316,35156,42399,36542.85455,46895.43362,33290.17856,50127.41113,180,SVD:TSLM,0.0667932,0.109273018,0.054519375,0.167053083,9.940966894
X182,27760,36012,28282,34032,27413.33951,38155.97243,27322.08906,39501.92836,182,SVD:TSLM,0.012566232,0.057813969,0.034526631,0.148772913,6.341993628
X184,33815,41783,31161,37341,33267.01827,44872.36543,32342.71308,45365.34973,184,SVD:TSLM,0.016337664,0.071302346,0.037217133,0.194044345,7.972537207
X185,32682,47461,29783,39125,32278.76583,43645.73334,31512.11599,46636.31403,185,SVD:TSLM,0.012414699,0.08375378,0.056419372,0.175167886,8.193893431
X187,33406,43733,31202,37535,32371.78226,36460.67105,29343.72112,44283.5822,187,SVD:TSLM,0.031445808,0.181369149,0.061384317,0.164964535,10.97909524
X188,26229,39848,26445,41989,25474.96734,33782.04903,23263.68028,36779.06186,188,SVD:TSLM,0.029167304,0.164768353,0.127998559,0.132285549,11.35549412
X189,45209,55900,45588,50399,42450.22841,54699.03211,37419.55164,56688.32725,189,SVD:TSLM,0.062943095,0.021717512,0.196812174,0.117461653,9.973360868
X193,24835,38057,25462,35530,23472.14361,32285.47824,23666.70855,39556.09842,193,SVD:TSLM,0.056424632,0.164097766,0.073085229,0.107239516,10.02117855
X194,27956,32599,26415,32620,26626.73293,31360.39022,24905.78691,32097.00331,194,SVD:TSLM,0.048706505,0.038731132,0.058814885,0.016162574,4.060377393
X195,57015,66674,49347,60232,55461.43356,71212.36141,56960.54201,75471.91692,195,SVD:TSLM,0.027624746,0.065827561,0.143236159,0.22460541,11.53234688
X196,28950,33234,25922,31023,25546.47527,33111.45113,26543.69466,37072.61922,196,SVD:TSLM,0.124908068,0.003694266,0.023699092,0.177680129,8.249538893
X197,34431,47821,32275,41890,32004.18049,43393.8803,31092.0421,46228.24871,197,SVD:TSLM,0.073058265,0.09707012,0.037336693,0.098464252,7.648233249
X198,13446,20220,11857,19524,11550.2287,18275.59318,10904.07033,22864.67536,198,SVD:TSLM,0.151684586,0.101019709,0.083733292,0.157621126,12.35146781
X199,43018,56930,44360,51350,42960.94743,57047.223,37966.49789,56104.11621,199,SVD:TSLM,0.001327129,0.002056955,0.155320639,0.088486442,6.179779104
X200,43160,47197,35962,40999,41194.65789,50734.55081,42041.97984,53164.3536,200,SVD:TSLM,0.046597121,0.072245375,0.155888965,0.258388282,13.32799359
X201,29340,35977,30055,31066,27344.28278,34293.99229,26035.7541,37938.41241,201,SVD:TSLM,0.070415188,0.047900496,0.143312243,0.199187622,11.52038875
X202,35958,42665,35488,37764,34490.57557,41422.91131,33768.21656,41989.54766,202,SVD:TSLM,0.041659449,0.029542622,0.049664377,0.105965133,5.670789554
X203,39557,47245,34808,40804,33884.93183,45111.30871,34386.80854,45302.00284,203,SVD:TSLM,0.154464024,0.046205642,0.012174077,0.104475941,7.932992118
X205,33627,44763,32779,37963,30757.14158,41019.51818,28411.33694,47438.11824,205,SVD:TSLM,0.08914799,0.087278432,0.142756627,0.221896819,13.52699671
X206,39729,50199,35770,44338,41786.62132,53805.9312,41111.6819,55090.76957,206,SVD:TSLM,0.050484098,0.069360773,0.138958508,0.216290911,11.87735725
X207,58200,81625,52320,69136,54161.12019,71556.06619,52160.38558,81349.75459,207,SVD:TSLM,0.071891056,0.13146447,0.003055395,0.162324396,9.218382915
X208,17267,21245,15626,18078,15088.65253,20317.60824,14927.00086,20640.22504,208,SVD:TSLM,0.134650196,0.044626254,0.045756497,0.132352402,8.934633705
X209,39174,46735,41943,46130,34017.3923,40940.09851,32692.3637,48022.43898,209,SVD:TSLM,0.14090749,0.132190362,0.247888825,0.040199468,14.02965362
X210,14965,21062,14607,19651,15385.7942,19964.28278,13575.0311,21578.03052,210,SVD:TSLM,0.027728711,0.053512877,0.073235949,0.093479303,6.198921018
X211,78447,95076,69610,83706,72656.24438,93619.1016,66533.24551,95241.38082,211,SVD:TSLM,0.076646344,0.015441825,0.045198783,0.128924836,6.655294689
X212,24395,32127,22601,26498,22113.91264,29474.12177,21403.27503,33387.528,212,SVD:TSLM,0.098092483,0.086130842,0.054436755,0.230089914,11.71874984
