,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X119,33005,39049,28783,32958,31342.90708,37432.56236,35007.67295,35007.67295,119,HTS:MO
X120,36482,47236,38098,44971,34832.01378,45337.83894,38498.12545,42951.05322,120,HTS:MO
X121,21810,27714,20073,25242,23630.39601,26675.98558,25846.3784,25846.3784,121,HTS:MO
X122,51505,59765,58768,66797,44936.11503,51229.29455,45964.18485,47851.20363,122,HTS:MO
X123,43262,56483,38807,52986,43726.3327,49376.89999,47350.13949,48077.10333,123,HTS:MO
X124,25183,26199,20951,25394,25938.23176,28994.90474,27777.34781,28262.33423,124,HTS:MO
X125,64230,80068,61915,73496,59569.27458,75926.19443,63441.75287,72970.52006,125,HTS:MO
X126,26821,34754,23412,36343,29163.8391,36326.68372,30314.30645,35360.99982,126,HTS:MO
X128,43237,58428,44254,50014,41995.88461,54298.05414,45462.52664,51336.96618,128,HTS:MO
X130,26488,34131,29277,27850,26662.72875,33272.93068,28414.36704,31985.45926,130,HTS:MO
X131,27139,33606,23531,24681,28345.92523,33789.28457,30266.94773,32546.21243,131,HTS:MO
X133,30220,39518,27931,37680,30800.97769,37408.8285,33528.30897,35807.1788,133,HTS:MO
X134,25958,30388,23044,24572,25478.78409,29055.1261,26594.22665,28192.81523,134,HTS:MO
X135,33912,41465,32709,36284,31855.80856,39243.65069,34009.99694,37569.93611,135,HTS:MO
X138,41858,51948,35453,51265,39808.06835,48459.96579,42235.16042,46122.63725,138,HTS:MO
X140,39744,48861,39575,45864,38896.64743,46888.3335,41253.79905,44706.15698,140,HTS:MO
X141,28298,37114,27638,37480,27739.65156,35118.55635,29664.87949,33561.73428,141,HTS:MO
X142,24001,28740,22314,24034,24583.65579,28231.96239,25707.81941,27341.10582,142,HTS:MO
X143,31964,45140,30548,40168,29950.63669,41743.46548,34215.28512,39021.04467,143,HTS:MO
X146,42649,54964,37827,47654,42534.36279,53342.44212,46664.89546,50790.47856,146,HTS:MO
X147,42515,55425,38232,46406,42663.70242,53004.13734,45661.09135,50628.62676,147,HTS:MO
X148,48539,59394,44032,46954,46474.54022,56473.27825,49186.03833,53990.08261,148,HTS:MO
X150,47286,58713,45591,57782,45801.91668,55384.03258,48506.98181,52974.20861,150,HTS:MO
X151,40156,45606,34701,43115,36288.4405,46130.02841,39108.85249,43856.65714,151,HTS:MO
X152,27711,37540,24715,33968,25766.81881,36364.65826,29161.88163,34057.21822,152,HTS:MO
X153,29916,41055,25502,39533,34724.6922,43380.18515,37672.03777,41944.57442,153,HTS:MO
X154,48436,60034,46219,53519,47939.28938,57507.62427,50601.89706,55331.6949,154,HTS:MO
X156,33107,44874,30638,44735,34183.49786,45192.66283,37077.68581,42945.23445,156,HTS:MO
X157,51551,66924,46931,54913,48471.60094,62517.97266,52240.29742,59078.95773,157,HTS:MO
X158,47507,55186,43595,49901,44237.83607,50424.02112,47027.22291,48892.38504,158,HTS:MO
X160,28503,37758,30309,32832,28790.67779,36761.45022,30775.2494,35060.09914,160,HTS:MO
X161,40391,46126,35920,39689,40401.63308,46628.90668,42041.37774,45090.17818,161,HTS:MO
X162,39249,54565,38338,50637,37540.38839,51184.36719,41444.40487,47947.21385,162,HTS:MO
X163,39866,40656,34218,33371,38623.84625,42620.1093,40371.47896,41636.74562,163,HTS:MO
X166,29727,34614,28127,31527,31484.0387,36594.52919,32725.09174,34921.7709,166,HTS:MO
X167,47582,63034,45302,61418,48087.2342,62737.9014,51320.67155,59517.03434,167,HTS:MO
X168,39726,52610,39346,52381,37649.4696,48261.64192,39993.06288,45834.47774,168,HTS:MO
X169,29860,39903,25420,35568,32530.8295,37291.68132,33598.20038,36463.61227,169,HTS:MO
X170,21616,28152,20204,25539,24467.35297,28058.89464,25735.74767,27447.53958,170,HTS:MO
X171,39570,52792,37440,45594,41430.11721,54868.48042,44599.45934,52072.18514,171,HTS:MO
X173,42699,57762,40344,48471,41538.93025,51741.82638,45614.05019,49294.34259,173,HTS:MO
X175,33350,43747,29381,33164,28583.47723,39893.46115,32778.54198,37254.41703,175,HTS:MO
X176,26385,32682,22869,30490,26728.47394,33370.59228,28677.08983,31920.84059,176,HTS:MO
X177,20084,25843,15516,22054,19797.73393,25849.22847,21159.72625,24793.77581,177,HTS:MO
X178,53069,67289,49783,62139,53035.55035,63848.53252,57268.297,61272.69641,178,HTS:MO
X179,37868,47610,32981,44783,37985.813,48874.9836,41075.08073,46285.78008,179,HTS:MO
X180,39068,52316,35156,42399,35865.71905,45828.38044,39667.43127,43477.38658,180,HTS:MO
X182,27760,36012,28282,34032,29301.93818,35887.46175,31526.29605,34264.70773,182,HTS:MO
X184,33815,41783,31161,37341,32718.66886,41364.81587,36101.18292,39305.59661,184,HTS:MO
X185,32682,47461,29783,39125,37411.38163,45620.41518,40368.48868,44362.87652,185,HTS:MO
X187,33406,43733,31202,37535,32649.70638,40009.43764,34744.18873,37917.52571,187,HTS:MO
X188,26229,39848,26445,41989,26160.56497,33216.33899,28903.5892,31539.70123,188,HTS:MO
X189,45209,55900,45588,50399,46368.75327,52997.87814,49473.86634,51347.21454,189,HTS:MO
X193,24835,38057,25462,35530,25045.56547,35272.15755,27882.78731,33071.58405,193,HTS:MO
X194,27956,32599,26415,32620,26673.65221,30522.85828,27835.88661,29506.92763,194,HTS:MO
X195,57015,66674,49347,60232,53790.67794,68362.19644,57816.5373,65003.02082,195,HTS:MO
X196,28950,33234,25922,31023,26268.42146,33727.4517,28025.54837,31988.60726,196,HTS:MO
X197,34431,47821,32275,41890,34441.75889,43960.88002,37050.02919,41987.50422,197,HTS:MO
X198,13446,20220,11857,19524,12531.34882,19794.79207,14824.52909,18225.60393,198,HTS:MO
X199,43018,56930,44360,51350,44499.16084,51751.71632,47790.55975,49954.04012,199,HTS:MO
X200,43160,47197,35962,40999,40057.33424,48286.33979,42197.7527,46702.65824,200,HTS:MO
X201,29340,35977,30055,31066,27049.87891,34576.28716,29544.69634,32991.15945,201,HTS:MO
X202,35958,42665,35488,37764,35247.9215,40324.78933,36602.49817,39067.07383,202,HTS:MO
X203,39557,47245,34808,40804,37639.14464,43879.31537,39414.53332,42462.81972,203,HTS:MO
X205,33627,44763,32779,37963,30285.03588,43507.20668,34147.70476,40772.9615,205,HTS:MO
X206,39729,50199,35770,44338,42340.91482,50306.64748,44821.56293,48221.86547,206,HTS:MO
X207,58200,81625,52320,69136,54632.05274,73678.59631,59170.41564,69462.40495,207,HTS:MO
X208,17267,21245,15626,18078,14377.04378,18702.69526,16031.16789,17681.10629,208,HTS:MO
X209,39174,46735,41943,46130,36015.58553,41262.03165,39791.81435,38767.73736,209,HTS:MO
X210,14965,21062,14607,19651,16296.24412,19702.98885,17745.75657,18870.21952,210,HTS:MO
X211,78447,95076,69610,83706,64665.0074,84468.31343,69620.16258,79589.61997,211,HTS:MO
X212,24395,32127,22601,26498,24512.52691,30519.56649,26267.28863,28960.05534,212,HTS:MO
X213,41594,57639,40949,51682,45552.86333,54824.62895,49349.20029,52834.65399,213,HTS:MO
X214,47680,58831,46679,51957,47809.1325,58730.10635,50884.93138,56203.9763,214,HTS:MO
X216,34649,42809,32682,41212,36151.55519,44484.59555,39222.08029,42692.16149,216,HTS:MO
X217,27860,34547,23883,27511,24985.58524,31853.53303,26456.25987,30697.78273,217,HTS:MO
X219,16751,19446,16731,18287,16395.67642,19559.4768,17196.10022,18826.03203,219,HTS:MO
X220,25258,33550,22949,27720,25243.01806,30646.95885,26675.2178,29490.55853,220,HTS:MO
X221,35450,42344,31141,37378,31922.8983,38593.83665,35043.29969,37314.15155,221,HTS:MO
X222,25900,33247,23288,28735,22671.39876,33244.01021,26180.76432,30899.5079,222,HTS:MO
X223,38108,45778,35410,42892,36651.1046,47120.61379,39722.39467,44578.09942,223,HTS:MO
X224,38660,50452,37988,47773,37990.57479,47636.93532,40882.76269,45238.69614,224,HTS:MO
X225,28125,36882,27294,37950,25986.11965,33629.81626,27700.2421,31899.24046,225,HTS:MO
X226,36244,44159,34776,39916,35643.8076,43269.57958,37783.01535,41690.27121,226,HTS:MO
X227,34089,38909,28048,34702,32995.05237,37765.10308,36542.76296,39160.63464,227,HTS:MO
X228,45695,52708,40555,46781,45203.35709,51230.17359,48185.95601,49723.62697,228,HTS:MO
X229,46283,60050,45116,56764,44470.5395,58048.33534,48475.30954,54857.64513,229,HTS:MO
X230,44412,52538,37619,41685,40988.0594,50988.94519,43381.0029,50396.81677,230,HTS:MO
X232,20338,26686,20025,24497,20194.65908,24200.25651,21084.95828,23729.09227,232,HTS:MO
X233,54440,61104,55686,59941,49090.35087,58930.87891,51940.26062,56398.69393,233,HTS:MO
X234,53784,69202,43108,60727,52396.75552,71662.116,59608.23118,67150.06459,234,HTS:MO
X235,24921,36290,27205,34738,27498.84528,38886.3528,31066.09804,36642.18045,235,HTS:MO
X236,41103,49499,36650,43908,37489.5604,48599.33667,40333.77064,46483.27178,236,HTS:MO
X237,28773,30829,23726,23600,26791.46861,28548.34389,27834.59933,28124.56374,237,HTS:MO
X238,37126,44943,35044,44318,40269.32683,46403.54276,41488.99085,45426.38411,238,HTS:MO
X239,26886,35157,24023,30730,27952.64493,34618.39668,30523.39278,33039.09657,239,HTS:MO
X240,27702,32039,22320,25414,26254.2067,32086.34161,27699.82348,30798.47664,240,HTS:MO
X241,33898,42276,33572,36398,36642.12614,42360.37577,38399.22412,41048.37777,241,HTS:MO
X242,20009,29440,18721,26332,18251.21371,27905.92814,20570.19587,26078.92521,242,HTS:MO
X244,22687,39111,22523,33854,26789.43221,35757.53034,29627.70537,33817.52952,244,HTS:MO
X245,53382,63314,54972,51773,49770.87286,58949.37306,52286.97645,56555.44666,245,HTS:MO
X246,39161,50917,36132,41538,36175.58198,44793.99576,38579.28929,43060.69126,246,HTS:MO
X247,40743,56544,38806,54194,43312.75028,54031.20362,46755.87018,51849.11306,247,HTS:MO
X248,44647,51231,43504,44929,47519.17466,51719.61988,48772.26995,48772.26995,248,HTS:MO
X249,29031,37652,27060,30579,28587.91449,34664.01412,30264.69744,32667.75618,249,HTS:MO
X250,42887,61455,43761,61264,45971.60016,56884.29438,49487.77651,54501.06429,250,HTS:MO
X251,101548,117283,94252,102901,108738.8978,114277.1371,110830.4988,110830.4988,251,HTS:MO
X252,51461,68246,49344,67213,51014.418,67902.18636,57338.39882,63946.35346,252,HTS:MO
X253,26835,37344,24775,38891,27863.17955,37446.03276,30403.16318,35348.50877,253,HTS:MO
X254,16328,20582,16035,19531,17781.85096,19308.63238,18287.64713,18970.3977,254,HTS:MO
X255,32524,40804,29764,39732,33510.15216,40644.03195,35717.49166,38967.63149,255,HTS:MO
X256,41973,52604,36619,51787,45871.79027,54148.92964,48562.75542,52140.57407,256,HTS:MO
X257,26689,34955,24241,29579,25923.85475,31557.58798,28524.18365,30157.4775,257,HTS:MO
X259,86008,89542,83534,79446,96624.92004,96673.04044,96947.30138,97272.13543,259,HTS:MO
X260,36983,40335,34766,31938,36690.11525,39348.90715,37450.55482,38805.96047,260,HTS:MO
X261,58916,85357,52827,75829,60448.3937,80912.00449,66807.46965,76950.97256,261,HTS:MO
X262,143534,160583,139949,146242,141190.2392,150772.4214,140241.4957,148615.0246,262,HTS:MO
X264,33643,47490,31895,40431,35715.32177,42812.49777,38059.66558,38788.2305,264,HTS:MO
X265,27473,36170,25738,35392,21601.06076,34540.54723,24250.65241,31879.59211,265,HTS:MO
X266,23010,26840,21596,24682,23510.9608,25019.58703,23912.01689,24590.77776,266,HTS:MO
X267,54841,58356,53310,62985,50078.52369,54567.31291,54171.99404,54002.49031,267,HTS:MO
X268,24423,31333,22296,28432,22587.30354,33062.92018,25146.03806,30902.70451,268,HTS:MO
X269,38693,51261,33922,49332,50368.29885,56534.53527,52645.45758,55574.93529,269,HTS:MO
X270,56160,63311,53637,53027,48385.07556,62973.34632,54568.19624,59518.6465,270,HTS:MO
X271,35677,56543,33437,55321,41733.88823,50414.2872,45260.47392,48320.44748,271,HTS:MO
X272,29590,43732,29439,42022,29560.02323,41231.38645,32500.02891,38852.84202,272,HTS:MO
X273,39149,50252,35808,46078,37761.79451,50012.73758,42391.16334,47132.70801,273,HTS:MO
X274,39043,42909,40325,37210,39952.37474,40137.85132,40323.3279,40508.80447,274,HTS:MO
X276,19681,24577,17637,23232,21246.07545,24348.20487,23769.24797,23769.24797,276,HTS:MO
X278,40676,50075,35213,41249,36567.78366,46093.13149,39257.47782,43285.70539,278,HTS:MO
X280,34025,41420,34665,39647,33629.5877,37772.08751,36119.06262,36119.06262,280,HTS:MO
X281,35082,41065,29228,35315,31896.95089,36421.68692,34083.011,34083.011,281,HTS:MO
X282,24803,30214,22314,23874,21201.74755,29041.70769,23118.24671,27593.70186,282,HTS:MO
X285,29759,36833,31307,30347,29286.89408,34584.01794,30783.35685,33466.3135,285,HTS:MO
X286,18199,26051,16453,24366,22427.15763,27126.95566,25603.36757,27392.24067,286,HTS:MO
X289,32182,39524,31963,34480,33951.0451,38050.01091,35424.65224,37533.12924,289,HTS:MO
X290,38528,47038,30506,40103,34534.02493,46794.97468,38727.40519,44035.7768,290,HTS:MO
X291,41529,53105,36768,49352,40964.06528,49519.13186,46488.55378,46488.55378,291,HTS:MO
X292,15026,0,0,0,14118.46783,56641.48193,23475.31736,47213.18576,292,HTS:MO
X293,32067,42323,28361,35935,31067.07688,40685.39206,33378.10508,38703.33029,293,HTS:MO
X294,32618,41492,34683,39244,30550.13203,39443.33272,32472.58814,37285.6028,294,HTS:MO
X295,31759,42242,32032,38669,29075.1106,37159.74505,30788.4979,35089.79608,295,HTS:MO
X296,37253,45735,37508,44292,35412.54747,44188.33102,37796.65659,42200.27463,296,HTS:MO
X297,35583,48594,36554,47852,33933.24209,45693.06386,36588.46219,43067.34195,297,HTS:MO
X299,53554,61464,65976,59217,52259.69209,55228.64748,50212.10723,51650.94978,299,HTS:MO
X300,39103,52669,42260,44420,41734.73567,48750.48133,44057.15144,47429.10119,300,HTS:MO
X301,28944,37223,28934,30162,30489.93031,34851.58927,31924.64645,33613.59803,301,HTS:MO
X302,19624,26495,19913,23907,21502.85299,22561.98384,22417.77037,22437.39779,302,HTS:MO
X303,32460,41162,29634,38220,31831.66756,35173.89485,35173.89485,35173.89485,303,HTS:MO
X304,35673,42044,34172,41056,35530.29387,45579.71622,37918.23924,43759.19481,304,HTS:MO
X305,32007,43349,32166,35564,33000.45335,40725.35574,35196.32443,39058.79998,305,HTS:MO
X307,13972,17990,12432,17849,12682.36591,18052.91195,13962.92841,17005.77231,307,HTS:MO
X308,47107,59093,41533,50578,46165.33289,54824.93373,48239.88869,53247.37332,308,HTS:MO
X309,34242,45832,30796,42704,33984.57914,44785.37668,37316.1691,42481.44154,309,HTS:MO
X310,55508,68861,50655,62374,50982.52028,62534.73727,54031.83546,59384.14056,310,HTS:MO
X311,36148,46164,36273,41554,35132.46915,43781.33695,37513.11492,42055.97629,311,HTS:MO
X312,28458,38563,28762,33593,26922.3178,36297.73394,29486.16375,34351.53864,312,HTS:MO
X313,37025,48100,33904,46419,33882.15157,46609.71946,37047.52943,44036.61505,313,HTS:MO
X314,25560,32500,24087,31880,27380.91178,31112.89528,28992.38466,30197.25743,314,HTS:MO
X315,24638,29994,23018,26533,23057.60974,27108.68781,24002.34653,25518.76038,315,HTS:MO
X316,52009,67787,45563,57985,48893.10319,66028.8151,55192.82201,62045.10494,316,HTS:MO
X318,41848,49281,37353,43969,40481.11214,45364.77914,43604.39441,43604.39441,318,HTS:MO
X319,39981,50178,38243,43349,42724.19193,46947.39875,45398.22962,45398.22962,319,HTS:MO
X320,85940,101360,79960,91531,82076.01157,91459.95015,86280.68726,86280.68726,320,HTS:MO
X321,33027,40713,29783,37311,32296.69141,36344.45114,34474.78734,34474.78734,321,HTS:MO
X322,27568,35388,23406,34002,23755.461,33330.10429,26128.38933,31316.31374,322,HTS:MO
X323,41074,49606,41763,44899,40446.46723,48172.38155,42518.42308,46169.12161,323,HTS:MO
X324,24034,35068,24296,36075,28288.3615,36654.97876,30272.04979,35141.61428,324,HTS:MO
X325,30391,38863,30694,38371,35128.31668,39123.00654,36565.95437,38241.7699,325,HTS:MO
X326,28786,36875,28094,34116,28156.55306,35480.16595,30145.74572,33761.31543,326,HTS:MO
X327,40697,52559,38008,49725,42585.49167,50179.09653,44872.98903,48546.83567,327,HTS:MO
X328,22636,28958,21909,26533,23384.69992,28049.83458,24672.65942,27117.45746,328,HTS:MO
X329,34032,44918,31046,40781,37114.96623,42297.9809,40066.82995,40066.82995,329,HTS:MO
X330,19390,27246,18709,22528,23002.29626,25016.26527,24167.81065,24167.81065,330,HTS:MO
X331,30368,37076,29448,33874,28986.03327,35605.73263,30579.56443,34395.80523,331,HTS:MO
X332,20017,22109,17914,21804,19285.34905,23657.87137,20408.92511,22571.37465,332,HTS:MO
X333,55991,67790,51838,57994,50234.87311,64647.61092,53664.45004,62034.11752,333,HTS:MO
X334,27467,32335,25589,28719,29735.94766,32272.30066,31471.47724,31471.47724,334,HTS:MO
X335,75087,106781,73769,95719,87427.0439,106250.267,94944.4109,101735.0855,335,HTS:MO
X336,69896,91442,69648,85158,70657.95051,87896.46684,75188.25093,84556.73418,336,HTS:MO
X337,30124,34031,30954,32576,29089.52244,32825.14127,30098.08109,31792.11847,337,HTS:MO
X338,35211,46347,34602,41344,34361.99819,43670.42647,37472.51332,41599.32466,338,HTS:MO
X339,29115,35481,29615,32956,29992.87292,32107.29614,30793.00122,31211.1882,339,HTS:MO
X340,35227,49903,31081,37940,32808.17164,42277.00855,37745.11104,37745.11104,340,HTS:MO
X341,29237,37621,25625,31693,28109.63807,37162.74024,31501.97148,35041.56513,341,HTS:MO
X343,40769,50751,34567,43796,39107.49349,51607.53332,42406.41539,49306.24826,343,HTS:MO
X344,44966,67460,47673,56881,43168.85802,62114.37337,47607.90437,58075.91986,344,HTS:MO
X346,40410,47951,40031,42006,42132.99257,46731.77932,44577.91197,45586.68772,346,HTS:MO
