,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,W-131,W-132,W-133,W-134,sMAPE
X25,57999,65600,51031,58650,60362.62772,62320.94153,64422.17379,62559.48395,25,SVD:Prophet,0.039939088,0.051266953,0.231975845,0.064507889,9.692244377
X26,35892,47254,33761,42262,42394.41416,43010.89116,44612.45039,40557.25717,26,SVD:Prophet,0.166118585,0.0940146,0.27691649,0.041167788,14.45543659
X27,49688,63333,40204,57079,61736.86178,62829.88772,63070.78759,64494.16694,27,SVD:Prophet,0.216268822,0.007975599,0.442833883,0.121986901,19.7266301
X28,22696,32563,20859,32451,26863.85918,27624.3436,27316.75092,27471.20359,28,SVD:Prophet,0.168194957,0.164109466,0.268091345,0.166208721,19.1651122
X29,40266,50855,37457,45123,54133.88392,58013.29074,56849.156,51901.65838,29,SVD:Prophet,0.293811461,0.131503686,0.4112596,0.139730631,24.40763446
X30,21603,26303,18725,24368,22843.45072,21945.42508,23904.56356,21263.64752,30,SVD:Prophet,0.055817763,0.180630763,0.243003359,0.136061381,15.38783162
X31,31240,38223,29525,33732,33278.59114,34942.71755,35186.54644,35099.8336,31,SVD:Prophet,0.063193914,0.089667198,0.174977937,0.039744215,9.189581594
X33,42947,51575,40769,44097,49848.15733,49617.53839,51747.20633,48829.66889,33,SVD:Prophet,0.148739601,0.038687865,0.237325043,0.101858141,13.16526625
X34,46938,56661,40804,47688,50562.56918,48805.79026,49460.60999,51566.39011,34,SVD:Prophet,0.074349703,0.148960819,0.191805182,0.0781505,12.33165512
X35,58449,75304,47704,58751,71638.22896,77617.22908,74814.54361,78890.37099,35,SVD:Prophet,0.202775154,0.030253865,0.442554128,0.292635431,24.20546445
X37,35599,46140,33045,41853,38624.99668,40579.61877,39058.7054,36619.59266,37,SVD:Prophet,0.081536883,0.128238138,0.166807111,0.133381788,12.74909801
X38,30014,43200,27715,36029,37367.967,41048.74199,39776.07018,38289.93438,38,SVD:Prophet,0.218277006,0.051069202,0.357412326,0.060844101,17.19006587
X39,23247,30991,21427,32916,28900.53266,29868.58318,31174.97234,32203.20333,39,SVD:Prophet,0.216828386,0.036885459,0.370631439,0.021892057,16.15593351
X40,23031,28918,25224,26328,27577.73528,24897.17018,26795.8838,21324.81743,40,SVD:Prophet,0.179681838,0.149431092,0.06043396,0.209984754,14.9882911
X42,52677,65226,48837,57047,65685.32566,66065.10749,69108.30355,65196.62008,42,SVD:Prophet,0.219805172,0.012782396,0.34374075,0.133334076,17.74155986
X43,31905,41134,30327,37034,37794.05673,41410.95666,42240.91289,39548.32198,43,SVD:Prophet,0.168985263,0.006710444,0.328352089,0.065663247,14.2427761
X44,25323,34895,24389,31814,33264.42039,33172.28254,32288.55502,33388.65529,44,SVD:Prophet,0.271096435,0.050618077,0.278754262,0.048300342,16.2192279
X45,27705,36896,27931,30659,32849.99245,33460.3076,32161.67439,32206.22588,45,SVD:Prophet,0.169927936,0.097665512,0.140804996,0.049223585,11.44055072
X47,39002,50227,34536,41714,43919.0163,46028.08583,47084.24183,45322.39224,47,SVD:Prophet,0.118595177,0.087245555,0.307478673,0.082916861,14.90590665
X48,18510,23535,16543,18820,20072.62788,20141.5702,19314.59101,19359.62347,48,SVD:Prophet,0.08100163,0.155389024,0.154588802,0.028267616,10.48117679
X49,40798,51329,40189,49252,48340.01568,47273.08276,49221.68918,46117.47042,49,SVD:Prophet,0.169221081,0.082268389,0.202049425,0.065734444,12.98183349
X50,22600,32021,22050,27798,27392.63219,28603.3053,27702.15409,27659.38579,50,SVD:Prophet,0.191733541,0.112749983,0.227212437,0.004998945,13.41737265
X53,29262,36331,26459,33803,31057.24701,30476.17408,32688.60377,34281.29895,53,SVD:Prophet,0.059524848,0.175275365,0.210646024,0.014050198,11.48741088
X54,40180,52331,38909,50043,45842.96022,49313.59805,47408.33755,43782.68759,54,SVD:Prophet,0.131661598,0.059371615,0.196932338,0.133445596,13.03527868
X55,28773,33154,22805,29899,34756.25523,33373.31937,33947.6536,30990.20191,55,SVD:Prophet,0.188362203,0.006593363,0.392674277,0.035842214,15.58680141
X56,46275,55610,45413,46135,52834.38377,53876.43246,50832.04235,49727.40022,56,SVD:Prophet,0.132366553,0.031667258,0.112609278,0.074949098,8.789804675
X57,45906,60932,42938,56987,50857.72303,51775.30559,50534.75574,45987.52981,57,SVD:Prophet,0.102346683,0.162486262,0.162544812,0.213634774,16.02531326
X59,28472,35097,26599,32150,32648.95525,32605.86392,34050.3262,33438.18482,59,SVD:Prophet,0.136678337,0.073590272,0.245718351,0.039281002,12.38169904
X60,48453,59689,41160,57371,56020.48606,59401.85277,57808.70746,54203.02086,60,SVD:Prophet,0.144869026,0.004822322,0.33644387,0.056787039,13.57305641
X61,26301,35862,29862,32508,31358.55592,35405.12671,34170.68328,34876.52673,61,SVD:Prophet,0.175428195,0.012821431,0.134577627,0.070298831,9.828152119
X62,34649,42543,31282,37708,40766.71913,40736.63928,43520.56765,39259.39469,62,SVD:Prophet,0.162239894,0.043380609,0.327223197,0.040313036,14.32891838
X63,38624,51519,34536,48096,44245.97278,47998.18137,44283.80892,49776.14849,63,SVD:Prophet,0.135681782,0.070758005,0.24734414,0.034333536,12.20293659
X64,58917,76020,53422,65730,73779.21048,74331.76316,74034.45216,73284.63894,64,SVD:Prophet,0.224003541,0.022457161,0.323443055,0.108688394,16.96480377
X65,25936,34157,24194,33270,29848.89183,31999.14396,32359.25938,33753.08373,65,SVD:Prophet,0.140285002,0.065235242,0.288763529,0.014415443,12.71748041
X66,34278,42558,33676,37995,37191.02992,38261.4293,37261.45219,36317.34166,66,SVD:Prophet,0.081518664,0.106325193,0.101087707,0.04515154,8.352077599
X67,40776,55384,42589,57426,49834.13029,49655.5773,48713.41488,48283.04595,67,SVD:Prophet,0.19993637,0.109071701,0.13415669,0.17298338,15.40370355
X68,46948,54955,48309,45489,45394.38607,43214.98619,45365.68892,47891.08862,68,SVD:Prophet,0.033648988,0.239177253,0.062841118,0.051447555,9.677872847
X69,49547,60499,49506,53897,54760.22309,51415.96446,54781.66449,54299.10108,69,SVD:Prophet,0.099959004,0.162320304,0.101175235,0.00743282,9.272184101
X70,34509,43577,35657,42239,40900.5696,42205.2157,39762.4538,41019.12235,70,SVD:Prophet,0.169516141,0.031982953,0.108869889,0.029303511,8.491812358
X71,43948,59134,39953,55022,56988.10409,57492.91656,57522.78663,56128.59268,71,SVD:Prophet,0.258383345,0.028142448,0.360495406,0.019911593,16.67331978
X73,25134,31742,23300,26984,27798.58003,27868.63774,28931.46506,27618.83871,73,SVD:Prophet,0.10067826,0.129955404,0.215634965,0.023252956,11.73803963
X74,30712,37370,27617,35419,38311.19924,38115.37133,38852.18307,36212.23185,74,SVD:Prophet,0.220192611,0.019748762,0.338056902,0.022147653,15.00364824
X75,35213,42547,35543,36109,37566.31759,37503.87621,38118.06442,38169.86954,75,SVD:Prophet,0.064669955,0.125997966,0.069916568,0.055490062,7.901863779
X77,40160,54536,40889,46717,49801.46347,50665.24737,50307.32124,47822.92904,77,SVD:Prophet,0.214346523,0.073587581,0.206550464,0.02339602,12.94701471
X78,19618,25167,16890,24138,22269.98059,23332.98604,23149.43676,23540.18444,78,SVD:Prophet,0.126622509,0.075629463,0.312663577,0.025077111,13.4998165
X79,28910,39963,28891,37439,33955.8817,36257.88396,32877.02029,37052.09175,79,SVD:Prophet,0.160528464,0.097220495,0.129064207,0.010388041,9.930030172
X80,41137,53417,43679,46890,48900.89185,51004.30415,48955.0586,47434.75275,80,SVD:Prophet,0.172458322,0.046210797,0.113911852,0.011550579,8.603288745
X82,49381,59509,41365,53869,60604.88137,57822.02849,59399.61303,58237.68538,82,SVD:Prophet,0.204096766,0.028755761,0.357955288,0.077937999,16.71864536
X83,18880,23593,17194,20197,24754.21621,25115.24528,26303.87164,23106.41435,83,SVD:Prophet,0.26924816,0.062504624,0.418865167,0.134373439,22.12478475
X84,72148,83122,64039,74240,83518.84199,85171.85446,87129.31763,80394.76314,84,SVD:Prophet,0.146092024,0.02436042,0.305491494,0.079603875,13.88869531
X85,48194,57642,46600,49439,49919.65236,51612.53622,51405.95772,49085.48912,85,SVD:Prophet,0.0351766,0.110374617,0.098074808,0.007176102,6.270053154
X86,22576,29180,20463,25959,28732.10374,30508.19705,29470.42966,28960.68918,86,SVD:Prophet,0.239966138,0.044504512,0.360777528,0.109311951,18.86400322
X87,32301,38298,29419,34134,36305.60075,39699.68897,34575.86964,34432.89188,87,SVD:Prophet,0.116740976,0.035941808,0.161165096,0.008718257,8.064153386
X88,31571,42868,27664,38070,38847.88893,39001.81139,39081.03192,39449.48839,88,SVD:Prophet,0.206674347,0.094447234,0.342108816,0.035590751,16.97052868
X90,45816,54372,39885,48894,53067.1864,54366.33353,54389.31817,50428.05117,90,SVD:Prophet,0.146661665,0.000104222,0.307704547,0.030890445,12.13402198
X91,22319,32096,23358,32319,27400.40678,27914.85782,27817.91752,27846.17977,91,SVD:Prophet,0.204403355,0.139346189,0.174297511,0.148684679,16.66829337
X92,32029,43894,26725,39115,41296.21953,43421.43886,42154.65439,41761.06839,92,SVD:Prophet,0.252770318,0.010824229,0.448017765,0.065435139,19.42618626
X93,30772,39478,26853,33027,37739.07135,37840.70362,37231.83341,37172.80263,93,SVD:Prophet,0.203385269,0.042351884,0.323909195,0.118114367,17.19401789
X94,39045,49993,33217,44151,47325.02574,47858.19213,46756.56702,47968.11241,94,SVD:Prophet,0.19173378,0.043633763,0.338601053,0.082873408,16.42105011
X95,35859,46335,33339,43987,42643.86654,41146.15103,43430.20561,40619.74301,95,SVD:Prophet,0.17285653,0.118627817,0.262897226,0.07959784,15.84948531
X96,24612,34933,25538,37059,33243.61169,33099.61432,34904.71835,33111.11656,96,SVD:Prophet,0.298384597,0.053897258,0.309937031,0.112523212,19.36855245
X97,38566,45898,34033,42418,41466.3237,44960.31415,44046.984,40659.94792,97,SVD:Prophet,0.072478808,0.020640617,0.25650579,0.042322954,9.798704232
X98,29127,37591,27169,31448,35750.288,35898.90321,36734.89292,38202.46176,98,SVD:Prophet,0.204178942,0.046049776,0.29938373,0.193953108,18.58913889
X101,41324,55887,36170,46946,47008.95344,47676.08505,44382.3856,50915.7399,101,SVD:Prophet,0.128716481,0.158568373,0.203901735,0.081129559,14.30790369
X102,36247,46471,29490,44898,45306.07696,43914.91162,42480.58478,46738.31264,102,SVD:Prophet,0.222163953,0.056559442,0.360997061,0.040165576,16.99715079
X103,28072,30947,24675,24968,36721.90418,34202.51364,37176.65424,32927.42084,103,SVD:Prophet,0.266997468,0.099939768,0.404246399,0.274958562,26.15355493
X104,60967,68735,57671,53272,61771.2661,63269.81191,61435.75523,61150.0256,104,SVD:Prophet,0.013105385,0.082802862,0.063216485,0.137701208,7.420648508
X105,25924,33178,25986,33037,35260.55505,35828.85208,35522.26298,35476.0967,105,SVD:Prophet,0.305193199,0.076828663,0.310080712,0.071200889,19.08258657
X106,51707,62078,46659,47735,53380.22618,53423.88827,53964.54254,52827.26482,106,SVD:Prophet,0.031844521,0.149852299,0.145205433,0.101275858,10.70445276
X107,43336,49429,42796,40615,46973.10589,43969.29507,46714.16342,46351.385,107,SVD:Prophet,0.080547933,0.116912304,0.087546783,0.131921891,10.42322277
X109,37149,45197,32764,35447,39702.19864,39976.15176,38376.61091,42671.89226,109,SVD:Prophet,0.066445252,0.122593755,0.157789224,0.184971703,13.29499836
X110,26352,30955,26264,32070,24508.73449,25293.31128,25539.05617,26516.49117,110,SVD:Prophet,0.072482851,0.201310532,0.027988458,0.189583254,12.28412736
X111,34572,47222,34646,41719,41648.98847,43432.73569,42150.46441,42273.68913,111,SVD:Prophet,0.185696581,0.083597713,0.195437758,0.013208034,11.94850214
X112,36735,39790,39521,34581,38487.60028,36113.54418,36023.86024,37370.42959,112,SVD:Prophet,0.046597705,0.096871783,0.092584452,0.077536461,7.839760025
X114,28885,35680,25822,30981,31767.77584,33366.06055,32211.91619,29732.61477,114,SVD:Prophet,0.095058332,0.067025966,0.220213165,0.041123733,10.58552989
X116,37844,47350,37372,37711,42447.45201,43661.97385,43396.40164,41255.67884,116,SVD:Prophet,0.114668546,0.081044856,0.149177191,0.089776571,10.86667909
X117,20056,23628,17373,21094,23321.91672,22008.32879,23966.52352,22074.19872,117,SVD:Prophet,0.150579694,0.070981661,0.318993687,0.045413001,14.64920108
X118,44141,62009,37842,51688,50947.04073,54343.43832,51642.63011,54800.97428,118,SVD:Prophet,0.143152402,0.131764521,0.308446939,0.058465664,16.04573816
X119,33005,39049,28783,32958,36712.42816,37201.20488,36299.98784,39014.70601,119,SVD:Prophet,0.10635585,0.048466627,0.230997011,0.168305635,13.85312809
X120,36482,47236,38098,44971,42049.26051,45018.20026,43904.94705,43121.34898,120,SVD:Prophet,0.14178457,0.04808019,0.141627765,0.041993454,9.337149487
X121,21810,27714,20073,25242,27229.80898,26082.57548,26341.92592,25005.46756,121,SVD:Prophet,0.221037116,0.060651612,0.27012543,0.009414701,14.0307215
X122,51505,59765,58768,66797,44863.20625,50417.17615,43826.60439,51745.5785,122,SVD:Prophet,0.137842013,0.16967942,0.291270593,0.253941186,21.31833028
X123,43262,56483,38807,52986,50010.88287,46355.51816,50064.03398,49915.46145,123,SVD:Prophet,0.144712647,0.196958922,0.253334151,0.059679202,16.36712305
X124,25183,26199,20951,25394,29205.26145,28064.86479,28513.97466,29300.04139,124,SVD:Prophet,0.147909175,0.068770066,0.305791106,0.142832429,16.63256942
X125,64230,80068,61915,73496,70866.96828,66360.02511,68129.28245,75602.15463,125,SVD:Prophet,0.098254881,0.187231575,0.09557179,0.028251921,10.23275419
X126,26821,34754,23412,36343,29749.81366,32227.66809,29310.73311,29795.18449,126,SVD:Prophet,0.103545043,0.075433532,0.223764314,0.19800409,15.01867448
X128,43237,58428,44254,50014,54257.46587,55286.36417,54910.70576,56449.30866,128,SVD:Prophet,0.22607367,0.055254863,0.214929408,0.120892517,15.42876147
X130,26488,34131,29277,27850,29801.38506,33067.80155,32912.36297,33455.29115,130,SVD:Prophet,0.117726817,0.031643375,0.116912694,0.182864841,11.22869316
X131,27139,33606,23531,24681,33333.25192,32295.87591,33379.87793,29844.17382,131,SVD:Prophet,0.204862618,0.039759842,0.346115832,0.18938679,19.50312705
X133,30220,39518,27931,37680,34598.82311,34032.52211,33814.64265,33564.43876,133,SVD:Prophet,0.135109615,0.149162174,0.190576773,0.115533544,14.75955263
X134,25958,30388,23044,24572,27352.77199,27938.92517,27410.88298,26363.72836,134,SVD:Prophet,0.052326085,0.083977505,0.17310051,0.070352517,9.49391543
X135,33912,41465,32709,36284,38094.33662,39653.06658,38010.13966,37563.18044,135,SVD:Prophet,0.116165794,0.044673979,0.149920932,0.034643989,8.63511734
X138,41858,51948,35453,51265,46987.99078,47612.90989,50043.00963,47670.80679,138,SVD:Prophet,0.115480524,0.08708418,0.341302704,0.072657076,15.4131121
X140,39744,48861,39575,45864,46782.90375,44262.6353,45692.96596,45719.81785,140,SVD:Prophet,0.162698616,0.098758273,0.143499751,0.003148638,10.20263197
X141,28298,37114,27638,37480,34269.47993,35563.92552,32681.91717,32266.48764,141,SVD:Prophet,0.190881267,0.042655991,0.167238863,0.149498922,13.75687608
X142,24001,28740,22314,24034,26910.83839,26787.07917,27145.07066,25718.07632,142,SVD:Prophet,0.114308911,0.070341205,0.195356306,0.067698735,11.19262891
X143,31964,45140,30548,40168,41299.25993,39778.31913,37714.04784,41921.21793,143,SVD:Prophet,0.254841511,0.126278544,0.209957013,0.042714938,15.84480017
X146,42649,54964,37827,47654,53582.38145,55256.49167,53446.11439,52629.48139,146,SVD:Prophet,0.227231102,0.005307392,0.342250059,0.099228334,16.85042218
X147,42515,55425,38232,46406,53046.8828,51785.25892,51738.6789,50557.71732,147,SVD:Prophet,0.220420161,0.067899119,0.300246237,0.08563445,16.8549992
X148,48539,59394,44032,46954,55376.72597,57677.65542,53395.2566,54424.7957,148,SVD:Prophet,0.13160137,0.029321266,0.192210207,0.147383793,12.51291591
X150,47286,58713,45591,57782,53303.27086,52607.87385,53890.18507,53062.19917,150,SVD:Prophet,0.119640411,0.1096852,0.166849341,0.085160989,12.03339853
X151,40156,45606,34701,43115,44146.70015,44185.88317,45108.30787,45515.01513,151,SVD:Prophet,0.0946755,0.031631296,0.260804363,0.054158067,11.03173066
X152,27711,37540,24715,33968,34158.90318,34755.6804,35370.62837,35099.00566,152,SVD:Prophet,0.208434242,0.077025891,0.354681432,0.032750968,16.82231334
X153,29916,41055,25502,39533,41534.01338,39537.33081,40358.9645,37697.06421,153,SVD:Prophet,0.325206752,0.037662869,0.451161462,0.047544588,21.53939175
X154,48436,60034,46219,53519,57349.52908,60573.72037,57318.12896,54091.87191,154,SVD:Prophet,0.168520764,0.008950014,0.21439901,0.010647101,10.0629222
X156,33107,44874,30638,44735,42629.73534,41043.81229,42466.44601,41444.04171,156,SVD:Prophet,0.251469391,0.08915934,0.323604012,0.07637491,18.51519132
X157,51551,66924,46931,54913,62375.93678,63071.78123,64383.30844,62486.62865,157,SVD:Prophet,0.190032965,0.059266827,0.313568106,0.129023043,17.29727353
X158,47507,55186,43595,49901,53210.104,51080.65119,47677.93752,47745.24769,158,SVD:Prophet,0.11324996,0.077265045,0.089466552,0.04415433,8.103397185
X160,28503,37758,30309,32832,34705.19615,34028.1604,34497.27858,34300.11979,160,SVD:Prophet,0.19624658,0.103915283,0.129255334,0.043738222,11.82888547
X161,40391,46126,35920,39689,46879.4243,47049.99848,48021.38074,43578.27683,161,SVD:Prophet,0.148696981,0.019833401,0.288329323,0.093416693,13.75690996
X162,39249,54565,38338,50637,46836.68907,50593.66653,48998.05108,49626.34961,162,SVD:Prophet,0.17628224,0.075530312,0.24411571,0.020159917,12.9022045
X163,39866,40656,34218,33371,37149.68085,37052.70195,36734.34222,35934.95659,163,SVD:Prophet,0.070539379,0.092738598,0.070930491,0.073989502,7.704949236
X166,29727,34614,28127,31527,35088.11696,32039.65635,35529.83976,33956.11863,166,SVD:Prophet,0.165427981,0.077245384,0.23258584,0.074190682,13.73624718
X167,47582,63034,45302,61418,59724.10798,58344.12258,60901.68648,59681.94676,167,SVD:Prophet,0.226307863,0.077277146,0.293769209,0.028671412,15.65064073
X168,39726,52610,39346,52381,47599.43014,46985.25435,47073.61118,45956.8944,168,SVD:Prophet,0.180323879,0.112952082,0.178839295,0.130653715,15.06922426
X169,29860,39903,25420,35568,31704.39337,35864.59925,32831.52624,33139.30242,169,SVD:Prophet,0.059917536,0.106599676,0.254466337,0.070696927,12.29201188
X170,21616,28152,20204,25539,24082.4511,24438.20043,25297.92754,22510.6313,170,SVD:Prophet,0.107944626,0.141235422,0.223899418,0.126051694,14.97827897
X171,39570,52792,37440,45594,52605.09715,52755.99043,54822.03086,52313.75509,171,SVD:Prophet,0.28283338,0.000682335,0.376797057,0.137267065,19.93949595
X173,42699,57762,40344,48471,47534.03839,47405.92129,44724.23954,48913.41393,173,SVD:Prophet,0.107167806,0.19694368,0.102981784,0.009085929,10.40447998
X175,33350,43747,29381,33164,37323.88739,37211.49526,36279.2299,40744.28909,175,SVD:Prophet,0.11245702,0.161453217,0.210118969,0.205126899,17.22890263
X176,26385,32682,22869,30490,32688.95727,32610.0493,32389.9959,30838.13537,176,SVD:Prophet,0.213425935,0.002203965,0.344595328,0.011353203,14.28946075
X177,20084,25843,15516,22054,20517.40219,22041.62697,23795.73574,24485.1831,177,SVD:Prophet,0.021349124,0.158772168,0.421234809,0.104478976,17.64587694
X178,53069,67289,49783,62139,63463.2581,65485.20838,65710.89222,60467.11131,178,SVD:Prophet,0.178392803,0.027170813,0.275822243,0.027272518,12.71645945
X179,37868,47610,32981,44783,47428.54791,46208.98401,46788.20683,48104.12582,179,SVD:Prophet,0.224171978,0.029866365,0.346178867,0.071508851,16.79315151
X180,39068,52316,35156,42399,43047.15846,44902.65465,41410.29033,44221.36568,180,SVD:Prophet,0.096916539,0.152508701,0.163369292,0.042077072,11.37179008
X182,27760,36012,28282,34032,35257.64723,37867.29759,36091.13098,35910.62187,182,SVD:Prophet,0.237953893,0.050225101,0.242620822,0.053718943,14.61296897
X184,33815,41783,31161,37341,39974.67408,43055.30225,40596.28057,39607.17996,184,SVD:Prophet,0.166952196,0.029993581,0.262977652,0.058901457,12.97062216
X185,32682,47461,29783,39125,41777.10001,42430.22183,42543.41574,40765.08586,185,SVD:Prophet,0.244297877,0.111930355,0.3528563,0.041058558,18.75357724
X187,33406,43733,31202,37535,38386.15054,34852.40007,36738.61079,39212.93709,187,SVD:Prophet,0.138738024,0.226011445,0.162983839,0.04372592,14.28648071
X188,26229,39848,26445,41989,33479.86069,33252.10182,32317.75854,32614.80438,188,SVD:Prophet,0.242873858,0.180462079,0.199880288,0.251306102,21.86305817
X189,45209,55900,45588,50399,50314.54194,51949.39349,47396.50106,48906.84538,189,SVD:Prophet,0.106895993,0.073261543,0.038898979,0.030051698,6.227705319
X193,24835,38057,25462,35530,30640.17954,30904.68631,32207.465,34243.18975,193,SVD:Prophet,0.209289256,0.207428619,0.233935411,0.036885522,17.18847021
X194,27956,32599,26415,32620,31735.99129,30555.40258,30919.43603,28769.50697,194,SVD:Prophet,0.126649864,0.064717497,0.157128467,0.125444664,11.8485123
X195,57015,66674,49347,60232,67400.36708,68769.50557,71270.76738,66581.10139,195,SVD:Prophet,0.166946694,0.030942873,0.363524676,0.100133209,16.53868627
X196,28950,33234,25922,31023,31295.01431,31962.19284,33422.1123,32851.49913,196,SVD:Prophet,0.077849241,0.039014768,0.252766855,0.057252868,10.67209327
X197,34431,47821,32275,41890,39459.93125,41388.48875,40255.23373,39802.10143,197,SVD:Prophet,0.136117685,0.144211369,0.220052613,0.05111629,13.78744892
X198,13446,20220,11857,19524,17778.45284,17755.59314,17989.70953,19305.79379,198,SVD:Prophet,0.277503844,0.129788986,0.410947111,0.011239112,20.73697633
X199,43018,56930,44360,51350,54655.93646,56332.31397,51173.49573,50218.79656,199,SVD:Prophet,0.23830178,0.010554014,0.14264098,0.022274625,10.34428499
X200,43160,47197,35962,40999,46649.15975,48492.13599,49135.183,47346.47509,200,SVD:Prophet,0.077701646,0.027069656,0.309603269,0.143696665,13.95178089
X201,29340,35977,30055,31066,33077.43695,33263.58988,32841.7195,33947.3753,201,SVD:Prophet,0.119756181,0.078376285,0.088612555,0.088639462,9.384612087
X202,35958,42665,35488,37764,42291.86217,40887.16694,42613.30806,38049.77141,202,SVD:Prophet,0.161888136,0.042556241,0.18246322,0.007538773,9.861159235
X203,39557,47245,34808,40804,42863.84199,44350.91012,44632.51106,40474.50505,203,SVD:Prophet,0.080242859,0.063192557,0.247342595,0.0081078,9.972145266
X205,33627,44763,32779,37963,37158.66794,38877.23191,36482.15162,41214.46833,205,SVD:Prophet,0.099784831,0.140740119,0.106933007,0.082131152,10.73972771
X206,39729,50199,35770,44338,52341.45188,53543.37205,52851.97005,50495.62474,206,SVD:Prophet,0.273973932,0.064474563,0.385501926,0.129861634,21.34530138
X207,58200,81625,52320,69136,67886.92738,68847.97523,68554.82249,71183.06948,207,SVD:Prophet,0.153654746,0.169824844,0.26862207,0.029177353,15.5319753
X208,17267,21245,15626,18078,17714.17292,19452.50476,18233.33894,18144.62687,208,SVD:Prophet,0.025566491,0.088088705,0.154010032,0.003678743,6.783599274
X209,39174,46735,41943,46130,38661.05704,39430.73886,38541.29052,43783.64106,209,SVD:Prophet,0.013180255,0.169539802,0.084531017,0.05219139,7.986061601
X210,14965,21062,14607,19651,19885.4208,19419.88646,18783.85232,18826.51648,210,SVD:Prophet,0.282373681,0.081128311,0.250179437,0.04285534,16.41341922
X211,78447,95076,69610,83706,84624.54017,89807.61572,81539.11806,84061.2001,211,SVD:Prophet,0.075764786,0.056991359,0.157845685,0.00423444,7.370906771
X212,24395,32127,22601,26498,26555.93444,28042.64868,26980.39568,29204.20658,212,SVD:Prophet,0.084824134,0.135761182,0.176654796,0.097166944,12.3601764
