,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X45,27705,36896,27931,30659,5364,3496,8168,2547,45,ICA
X47,39002,50227,34536,41714,8375,6488,11983,5348,47,ICA
X48,18510,23535,16543,18820,4974,3654,6852,3324,48,ICA
X49,40798,51329,40189,49252,8266,7123,11798,5729,49,ICA
X50,22600,32021,22050,27798,5507,3798,8123,2998,50,ICA
X53,29262,36331,26459,33803,4482,3647,6955,2423,53,ICA
X54,40180,52331,38909,50043,7052,5159,10829,3588,54,ICA
X55,28773,33154,22805,29899,9071,7065,12332,6461,55,ICA
X56,46275,55610,45413,46135,10498,8574,14122,7857,56,ICA
X57,45906,60932,42938,56987,18175,14541,25025,12853,57,ICA
X59,28472,35097,26599,32150,6229,3996,9242,3163,59,ICA
X60,48453,59689,41160,57371,13688,11308,18986,9749,60,ICA
X61,26301,35862,29862,32508,7171,6359,9591,5718,61,ICA
X62,34649,42543,31282,37708,6873,4461,9941,3775,62,ICA
X63,38624,51519,34536,48096,9332,7801,13299,6347,63,ICA
X64,58917,76020,53422,65730,16095,13785,21950,12125,64,ICA
X65,25936,34157,24194,33270,5896,4438,8855,3271,65,ICA
X66,34278,42558,33676,37995,4560,3247,6841,2429,66,ICA
X67,40776,55384,42589,57426,10157,6886,14694,5748,67,ICA
X68,46948,54955,48309,45489,4237,5278,6413,3526,68,ICA
X69,49547,60499,49506,53897,9456,7540,13811,5882,69,ICA
X70,34509,43577,35657,42239,7140,4873,10686,3703,70,ICA
X71,43948,59134,39953,55022,11376,7644,16875,5982,71,ICA
X73,25134,31742,23300,26984,4785,3753,6957,2973,73,ICA
X74,30712,37370,27617,35419,6074,4134,9344,2892,74,ICA
X75,35213,42547,35543,36109,3546,3695,5398,2496,75,ICA
X77,40160,54536,40889,46717,10380,7793,14793,6540,77,ICA
X78,19618,25167,16890,24138,4520,3321,6624,2624,78,ICA
X79,28910,39963,28891,37439,6941,4803,10112,3915,79,ICA
X80,41137,53417,43679,46890,8628,6031,12480,4992,80,ICA
X82,49381,59509,41365,53869,12059,8113,17757,6479,82,ICA
X83,18880,23593,17194,20197,3903,2430,5748,1980,83,ICA
X84,72148,83122,64039,74240,13955,9894,20292,8050,84,ICA
X85,48194,57642,46600,49439,4106,3449,6112,2542,85,ICA
X86,22576,29180,20463,25959,6076,4203,8952,3327,86,ICA
X87,32301,38298,29419,34134,4920,2848,7401,2216,87,ICA
X88,31571,42868,27664,38070,7723,4923,11635,3727,88,ICA
X90,45816,54372,39885,48894,9311,6836,13492,5554,90,ICA
X91,22319,32096,23358,32319,4751,3336,7378,2252,91,ICA
X92,32029,43894,26725,39115,10676,7973,14948,6968,92,ICA
X93,30772,39478,26853,33027,6208,3772,9495,2746,93,ICA
X94,39045,49993,33217,44151,9517,6527,13832,5366,94,ICA
X95,35859,46335,33339,43987,9812,7325,14387,5755,95,ICA
X96,24612,34933,25538,37059,8286,5749,12141,4613,96,ICA
X97,38566,45898,34033,42418,8517,6160,12442,4926,97,ICA
X98,29127,37591,27169,31448,7472,6367,10275,5526,98,ICA
X101,41324,55887,36170,46946,8246,6645,11830,5384,101,ICA
X102,36247,46471,29490,44898,10090,6497,14883,5223,102,ICA
X103,28072,30947,24675,24968,11972,14351,14067,13675,103,ICA
X104,60967,68735,57671,53272,6574,5009,9263,4291,104,ICA
X105,25924,33178,25986,33037,9926,10042,12543,9371,105,ICA
X106,51707,62078,46659,47735,6577,4023,10014,2970,106,ICA
X107,43336,49429,42796,40615,7137,5402,9906,4787,107,ICA
X109,37149,45197,32764,35447,5515,4450,8166,3351,109,ICA
X110,26352,30955,26264,32070,3043,3483,4468,2489,110,ICA
X111,34572,47222,34646,41719,7385,5219,11000,3989,111,ICA
X112,36735,39790,39521,34581,3719,2783,5322,2315,112,ICA
X114,28885,35680,25822,30981,5276,3682,7973,2709,114,ICA
X116,37844,47350,37372,37711,6507,3841,9561,3200,116,ICA
X117,20056,23628,17373,21094,3683,2250,5526,1742,117,ICA
X118,44141,62009,37842,51688,12147,9942,16971,8476,118,ICA
X119,33005,39049,28783,32958,5848,4198,8625,3282,119,ICA
X120,36482,47236,38098,44971,7417,4557,11053,3599,120,ICA
X121,21810,27714,20073,25242,4163,2731,6371,1954,121,ICA
X122,51505,59765,58768,66797,1161,3197,2401,1350,122,ICA
X123,43262,56483,38807,52986,9055,6070,13803,4384,123,ICA
X124,25183,26199,20951,25394,4123,2956,5724,2668,124,ICA
X125,64230,80068,61915,73496,9582,5972,14604,4376,125,ICA
X126,26821,34754,23412,36343,12245,10034,16196,9461,126,ICA
X128,43237,58428,44254,50014,13680,12591,18187,11286,128,ICA
X130,26488,34131,29277,27850,4369,3096,6235,2636,130,ICA
X131,27139,33606,23531,24681,7994,5470,11120,4998,131,ICA
X133,30220,39518,27931,37680,10143,7471,14268,6495,133,ICA
X134,25958,30388,23044,24572,2928,1773,4391,1378,134,ICA
X135,33912,41465,32709,36284,6709,5194,9585,4297,135,ICA
X138,41858,51948,35453,51265,9943,7959,14387,6339,138,ICA
X140,39744,48861,39575,45864,7303,5134,10700,4106,140,ICA
X141,28298,37114,27638,37480,5742,3646,8764,2650,141,ICA
X142,24001,28740,22314,24034,3552,2178,5300,1714,142,ICA
X143,31964,45140,30548,40168,9597,7066,13707,5936,143,ICA
X146,42649,54964,37827,47654,11529,9227,16024,8005,146,ICA
X147,42515,55425,38232,46406,9146,6539,13384,5222,147,ICA
X148,48539,59394,44032,46954,7916,5367,11394,4539,148,ICA
X150,47286,58713,45591,57782,9578,8378,13803,6579,150,ICA
X151,40156,45606,34701,43115,8774,6888,12439,5770,151,ICA
X152,27711,37540,24715,33968,7910,4911,11597,4059,152,ICA
X153,29916,41055,25502,39533,10421,6493,15637,5003,153,ICA
X154,48436,60034,46219,53519,10795,9251,15325,7534,154,ICA
X156,33107,44874,30638,44735,9419,5987,14439,4286,156,ICA
X157,51551,66924,46931,54913,10509,7140,15486,5676,157,ICA
X158,47507,55186,43595,49901,7359,6073,10377,5069,158,ICA
X160,28503,37758,30309,32832,5562,3897,8493,2777,160,ICA
X161,40391,46126,35920,39689,7248,5199,10348,4406,161,ICA
X162,39249,54565,38338,50637,9653,6940,14278,5383,162,ICA
X163,39866,40656,34218,33371,10510,7653,13668,7791,163,ICA
X166,29727,34614,28127,31527,5910,4783,8786,3564,166,ICA
X167,47582,63034,45302,61418,13310,10422,19399,8210,167,ICA
X168,39726,52610,39346,52381,8803,6409,12961,5015,168,ICA
X169,29860,39903,25420,35568,10963,8304,14733,7840,169,ICA
X170,21616,28152,20204,25539,6197,4427,8933,3671,170,ICA
X171,39570,52792,37440,45594,11148,7149,16334,5864,171,ICA
X173,42699,57762,40344,48471,8546,5201,12663,4190,173,ICA
X175,33350,43747,29381,33164,6474,4742,9192,4045,175,ICA
X176,26385,32682,22869,30490,6190,3746,9298,2898,176,ICA
X177,20084,25843,15516,22054,4448,2673,6616,2136,177,ICA
X178,53069,67289,49783,62139,14677,10971,20998,9140,178,ICA
X179,37868,47610,32981,44783,10355,7952,14799,6587,179,ICA
X180,39068,52316,35156,42399,6844,4483,10163,3521,180,ICA
X182,27760,36012,28282,34032,8055,6882,11043,6000,182,ICA
X184,33815,41783,31161,37341,6645,4091,10022,3111,184,ICA
X185,32682,47461,29783,39125,9433,6946,13569,5739,185,ICA
X187,33406,43733,31202,37535,4867,3745,7557,2501,187,ICA
X188,26229,39848,26445,41989,8294,6034,11732,5202,188,ICA
X189,45209,55900,45588,50399,8267,5240,12465,3962,189,ICA
X193,24835,38057,25462,35530,6710,4361,10219,3177,193,ICA
X194,27956,32599,26415,32620,4653,4062,6620,3276,194,ICA
X195,57015,66674,49347,60232,12330,8363,17988,6831,195,ICA
X196,28950,33234,25922,31023,5662,4036,8271,3240,196,ICA
X197,34431,47821,32275,41890,7502,4648,11411,3433,197,ICA
X198,13446,20220,11857,19524,5591,3364,8536,2469,198,ICA
X199,43018,56930,44360,51350,12075,9645,16822,8335,199,ICA
X200,43160,47197,35962,40999,6204,4130,9050,3392,200,ICA
X201,29340,35977,30055,31066,5256,4134,7650,3264,201,ICA
X202,35958,42665,35488,37764,8029,7010,10979,6097,202,ICA
X203,39557,47245,34808,40804,7799,6962,11109,5568,203,ICA
X205,33627,44763,32779,37963,7463,4101,11185,3275,205,ICA
X206,39729,50199,35770,44338,11501,9850,15538,8810,206,ICA
X207,58200,81625,52320,69136,12498,8270,19012,6025,207,ICA
X208,17267,21245,15626,18078,2641,1640,4014,1215,208,ICA
X209,39174,46735,41943,46130,2406,3155,4047,1690,209,ICA
X210,14965,21062,14607,19651,4422,3087,6396,2557,210,ICA
X211,78447,95076,69610,83706,13342,7877,19839,6330,211,ICA
X212,24395,32127,22601,26498,4342,3404,6591,2420,212,ICA
X213,41594,57639,40949,51682,12958,10563,17800,9319,213,ICA
X214,47680,58831,46679,51957,9682,6432,14373,5037,214,ICA
X216,34649,42809,32682,41212,8403,5469,12398,4382,216,ICA
X217,27860,34547,23883,27511,4279,3323,6107,2752,217,ICA
X219,16751,19446,16731,18287,2996,1926,4334,1634,219,ICA
X220,25258,33550,22949,27720,4889,2666,7396,2064,220,ICA
X221,35450,42344,31141,37378,6363,5759,9057,4596,221,ICA
X222,25900,33247,23288,28735,5855,3442,8606,2870,222,ICA
X223,38108,45778,35410,42892,9051,6201,13344,4912,223,ICA
X224,38660,50452,37988,47773,10888,9814,14561,8775,224,ICA
X225,28125,36882,27294,37950,5513,4219,8234,3145,225,ICA
X226,36244,44159,34776,39916,9463,5859,13278,5440,226,ICA
X227,34089,38909,28048,34702,8036,6146,11087,5494,227,ICA
X228,45695,52708,40555,46781,8664,6877,12135,5890,228,ICA
X229,46283,60050,45116,56764,10562,8294,15277,6645,229,ICA
X230,44412,52538,37619,41685,7794,6778,10961,5600,230,ICA
X232,20338,26686,20025,24497,5198,5084,6998,4377,232,ICA
X233,54440,61104,55686,59941,8744,5918,12708,4885,233,ICA
X234,53784,69202,43108,60727,15563,10058,23148,7888,234,ICA
X235,24921,36290,27205,34738,7826,5315,11723,4035,235,ICA
X236,41103,49499,36650,43908,8131,5615,11673,4751,236,ICA
X237,28773,30829,23726,23600,3157,2013,4534,1746,237,ICA
X238,37126,44943,35044,44318,7113,4068,10763,3112,238,ICA
X239,26886,35157,24023,30730,8010,6374,11096,5577,239,ICA
X240,27702,32039,22320,25414,4613,3079,6689,2567,240,ICA
X241,33898,42276,33572,36398,7710,5807,10925,4932,241,ICA
X242,20009,29440,18721,26332,5613,3564,8483,2673,242,ICA
X244,22687,39111,22523,33854,8195,5634,11888,4652,244,ICA
X245,53382,63314,54972,51773,8653,6954,11875,6177,245,ICA
X246,39161,50917,36132,41538,5693,3706,8602,2767,246,ICA
X247,40743,56544,38806,54194,9917,7161,15073,5145,247,ICA
X248,44647,51231,43504,44929,7415,7100,11275,4866,248,ICA
X249,29031,37652,27060,30579,4451,3970,6687,2830,249,ICA
X250,42887,61455,43761,61264,14929,11347,20627,10136,250,ICA
X251,101548,117283,94252,102901,14851,9910,22443,7357,251,ICA
X252,51461,68246,49344,67213,12804,8196,19129,6359,252,ICA
X253,26835,37344,24775,38891,7862,4872,11887,3670,253,ICA
X254,16328,20582,16035,19531,4475,3510,6223,3061,254,ICA
X255,32524,40804,29764,39732,7206,5157,10457,4205,255,ICA
X256,41973,52604,36619,51787,13726,10544,19702,8649,256,ICA
X257,26689,34955,24241,29579,6415,4561,8876,4159,257,ICA
X259,86008,89542,83534,79446,13930,16393,16350,15750,259,ICA
X260,36983,40335,34766,31938,3251,1915,4856,1517,260,ICA
X261,58916,85357,52827,75829,18755,11557,28635,8439,261,ICA
X262,143534,160583,139949,146242,3441,4835,6006,2388,262,ICA
X264,33643,47490,31895,40431,12188,7915,17028,7297,264,ICA
X265,27473,36170,25738,35392,6821,4516,9972,3694,265,ICA
X266,23010,26840,21596,24682,7104,5699,9647,5167,266,ICA
X267,54841,58356,53310,62985,6920,6350,10724,4177,267,ICA
X268,24423,31333,22296,28432,5428,3588,8227,2644,268,ICA
X269,38693,51261,33922,49332,11131,6897,17129,4897,269,ICA
X270,56160,63311,53637,53027,8702,5953,12310,5234,270,ICA
X271,35677,56543,33437,55321,14275,10142,20536,8466,271,ICA
X272,29590,43732,29439,42022,7967,5340,12032,3969,272,ICA
X273,39149,50252,35808,46078,11313,8845,15742,7714,273,ICA
X274,39043,42909,40325,37210,5215,6050,6219,5748,274,ICA
X276,19681,24577,17637,23232,3646,2393,5604,1689,276,ICA
X278,40676,50075,35213,41249,5752,4450,8796,3105,278,ICA
X280,34025,41420,34665,39647,4587,3227,7064,2238,280,ICA
X281,35082,41065,29228,35315,5043,4062,7542,2985,281,ICA
X282,24803,30214,22314,23874,4519,2758,6535,2381,282,ICA
X285,29759,36833,31307,30347,6539,5502,8732,5054,285,ICA
X286,18199,26051,16453,24366,7176,4423,10795,3390,286,ICA
X289,32182,39524,31963,34480,5583,3590,8615,2509,289,ICA
X290,38528,47038,30506,40103,9196,6164,13315,5152,290,ICA
X291,41529,53105,36768,49352,7910,5561,12363,3676,291,ICA
X292,15026,0,0,0,7533,5313,10596,4686,292,ICA
X293,32067,42323,28361,35935,7398,4918,10978,3856,293,ICA
X294,32618,41492,34683,39244,8097,5991,11247,5342,294,ICA
X295,31759,42242,32032,38669,6784,5863,9472,4922,295,ICA
X296,37253,45735,37508,44292,8130,5613,11875,4549,296,ICA
X297,35583,48594,36554,47852,8241,5486,12228,4300,297,ICA
X299,53554,61464,65976,59217,3997,4441,6247,2814,299,ICA
X300,39103,52669,42260,44420,9040,8086,12141,7197,300,ICA
X301,28944,37223,28934,30162,4866,3906,7150,3000,301,ICA
X302,19624,26495,19913,23907,5052,3874,7314,3117,302,ICA
X303,32460,41162,29634,38220,6360,3874,9575,2969,303,ICA
X304,35673,42044,34172,41056,6587,4629,9909,3444,304,ICA
X305,32007,43349,32166,35564,11796,11239,15205,10432,305,ICA
X307,13972,17990,12432,17849,3329,2165,5125,1522,307,ICA
X308,47107,59093,41533,50578,14471,9735,20315,8765,308,ICA
X309,34242,45832,30796,42704,8820,5351,13269,4115,309,ICA
X310,55508,68861,50655,62374,8579,6979,12787,5163,310,ICA
X311,36148,46164,36273,41554,7904,5818,11114,5063,311,ICA
X312,28458,38563,28762,33593,6553,4362,9858,3284,312,ICA
X313,37025,48100,33904,46419,7869,5204,12030,3732,313,ICA
X314,25560,32500,24087,31880,5881,3816,8694,3043,314,ICA
X315,24638,29994,23018,26533,2474,2266,3917,1408,315,ICA
X316,52009,67787,45563,57985,12988,8860,18772,7400,316,ICA
X318,41848,49281,37353,43969,7031,4937,10972,3280,318,ICA
X319,39981,50178,38243,43349,4841,3851,7696,2382,319,ICA
X320,85940,101360,79960,91531,11811,9179,18087,6374,320,ICA
X321,33027,40713,29783,37311,5809,4229,8802,3060,321,ICA
X322,27568,35388,23406,34002,6972,4769,10344,3714,322,ICA
X323,41074,49606,41763,44899,7797,6438,11025,5343,323,ICA
X324,24034,35068,24296,36075,7734,5036,11489,3956,324,ICA
X325,30391,38863,30694,38371,6712,4127,10086,3175,325,ICA
X326,28786,36875,28094,34116,7226,6355,9724,5671,326,ICA
X327,40697,52559,38008,49725,9064,7497,12931,6104,327,ICA
X328,22636,28958,21909,26533,4507,3097,6494,2601,328,ICA
X329,34032,44918,31046,40781,8306,5521,12118,4534,329,ICA
X330,19390,27246,18709,22528,4196,3069,6278,2300,330,ICA
X331,30368,37076,29448,33874,8719,6222,12073,5656,331,ICA
X332,20017,22109,17914,21804,4211,2911,6094,2414,332,ICA
X333,55991,67790,51838,57994,9719,6713,14254,5381,333,ICA
X334,27467,32335,25589,28719,4694,2877,7205,2065,334,ICA
X335,75087,106781,73769,95719,22104,15290,31431,13235,335,ICA
X336,69896,91442,69648,85158,14164,8554,21388,6507,336,ICA
X337,30124,34031,30954,32576,4847,4031,6830,3361,337,ICA
X338,35211,46347,34602,41344,10216,6665,14440,5968,338,ICA
X339,29115,35481,29615,32956,5371,5446,7188,4679,339,ICA
X340,35227,49903,31081,37940,7287,5431,10772,4183,340,ICA
X341,29237,37621,25625,31693,6757,4868,9607,4161,341,ICA
X343,40769,50751,34567,43796,10774,8248,15117,7120,343,ICA
X344,44966,67460,47673,56881,11987,8626,17370,7048,344,ICA
X346,40410,47951,40031,42006,8142,7141,11126,6209,346,ICA
X347,28933,34384,28913,31585,5415,4960,7333,4319,347,ICA
X349,52107,55413,45485,44761,14800,17647,17340,16898,349,ICA
X350,35960,49605,35460,42868,6976,4550,10716,3222,350,ICA
X351,31513,42135,28745,38664,8264,6155,11740,5217,351,ICA
X352,37548,45989,33748,37552,5098,4155,7696,2974,352,ICA
X353,46325,47529,44182,44224,9272,10709,10779,10468,353,ICA
X354,43812,57249,40633,45878,10491,7222,15183,5995,354,ICA
X355,51882,60395,48212,53601,6306,5048,9945,3202,355,ICA
X356,37087,41469,34830,38435,6836,6351,9148,5615,356,ICA
X357,42303,54973,39230,49305,9810,6064,14399,5002,357,ICA
X358,50707,65568,46154,59156,11961,7732,17653,6200,358,ICA
X359,36161,42793,37042,38237,4684,3331,7175,2344,359,ICA
X360,36782,48373,33445,41100,6865,4274,10394,3202,360,ICA
X361,31513,43967,28071,43021,7495,5362,11181,4069,361,ICA
X362,49144,61228,48612,57435,9465,6768,13786,5470,362,ICA
X363,41661,50943,37779,41770,6582,4242,9594,3525,363,ICA
X364,28652,34528,28560,34036,6282,6679,8104,5956,364,ICA
X366,30998,40848,28354,40354,6911,5083,10386,3758,366,ICA
X367,29325,40327,23561,32483,7316,5105,10642,4169,367,ICA
X368,45278,71882,45969,74290,16262,11363,23400,9528,368,ICA
X369,35080,42214,35025,38575,7125,5405,10205,4471,369,ICA
X370,42008,53633,36349,45627,8289,5467,12264,4331,370,ICA
X371,34272,46429,31744,44437,7673,4858,11821,3422,371,ICA
X372,47066,60708,42484,53491,11228,8368,15954,7087,372,ICA
X373,24698,30502,24980,27054,4695,4176,6632,3399,373,ICA
X374,39771,46389,35100,41227,6905,4430,10011,3740,374,ICA
X375,47215,64001,41928,63205,12554,8795,18886,6549,375,ICA
X376,41785,57048,37692,49780,9310,5561,14086,4214,376,ICA
X377,45047,56245,41115,53022,9022,8647,12867,6773,377,ICA
X378,36684,44634,34124,40078,10580,10483,13989,9243,378,ICA
X379,20733,27639,21747,23876,4343,2912,6352,2370,379,ICA
X380,75809,91148,68163,80846,16246,9450,24108,7675,380,ICA
X381,50888,58262,45384,54356,9316,6523,13307,5564,381,ICA
X382,38794,53599,37742,50634,9761,7143,14613,5342,382,ICA
X383,93876,112228,95110,96341,12111,7419,18372,5541,383,ICA
X384,51967,61325,45295,59125,12350,10388,17397,8640,384,ICA
X386,35359,46356,32571,44769,14696,11139,20250,10014,386,ICA
X387,46585,65160,44961,62453,12325,7254,18411,5751,387,ICA
X388,50729,68035,47085,55780,12989,8887,18645,7544,388,ICA
X389,62933,75435,55840,62434,12451,9596,17296,8439,389,ICA
X390,61876,81453,56114,70620,13636,9149,19826,7563,390,ICA
X391,26858,33595,24295,34381,7855,5514,11139,4781,391,ICA
X392,35814,46682,33150,38965,10253,7175,14605,6161,392,ICA
X393,31370,38536,29027,37058,5730,3682,8764,2650,393,ICA
X394,46067,57954,45206,53041,9953,7605,14324,6211,394,ICA
X395,21143,24653,18044,22115,3495,2432,5149,1922,395,ICA
X396,54606,68568,50312,66555,10843,8404,16261,6180,396,ICA
X397,31002,40737,26382,37173,9632,7883,13327,6851,397,ICA
X398,26979,40026,27475,35757,7037,5442,10323,4235,398,ICA
X400,43359,56915,42205,55030,13087,9497,18830,7875,400,ICA
X401,38519,49074,35102,47446,9898,8070,13919,6798,401,ICA
X402,32272,38727,28741,38141,5190,4406,8003,2965,402,ICA
X403,41690,50659,37655,43301,6527,4039,9797,3114,403,ICA
X404,26841,34237,26741,34553,7036,6488,9402,5765,404,ICA
X405,20635,32470,17502,29320,7055,4227,10529,3345,405,ICA
X406,38470,49199,39036,45640,12022,11590,15501,10707,406,ICA
X408,25537,34701,25010,34748,5832,3790,8387,3255,408,ICA
X409,30724,42115,32184,40118,7510,5830,10320,5227,409,ICA
X410,30199,45137,26480,39999,9734,6472,14173,5345,410,ICA
X411,48195,64022,50609,58601,11621,8736,16654,7238,411,ICA
X414,36778,43908,38237,37249,6328,5300,8889,4438,414,ICA
X415,35669,42844,35685,37391,6374,5166,9175,4149,415,ICA
X416,62834,78204,56190,64512,11470,8821,16571,7126,416,ICA
X417,34830,45661,30839,40429,9859,6469,14132,5586,417,ICA
X418,25556,35938,22583,33639,7175,4792,10502,3896,418,ICA
X419,28254,34519,24302,30417,5048,3298,7520,2567,419,ICA
X421,56795,63242,56897,67095,5714,5941,8928,3785,421,ICA
X422,25482,30485,21177,23196,3364,2730,5039,1996,422,ICA
X423,81096,89292,79174,74966,2806,3348,4374,2122,423,ICA
X424,40149,45802,34648,38244,9627,8077,12858,7423,424,ICA
X425,16894,19315,15628,19170,3710,2818,5261,2383,425,ICA
X426,25234,33037,22873,28999,6701,4156,9868,3392,426,ICA
X431,52108,65314,47652,54974,10779,8377,15099,7222,431,ICA
X432,60378,76447,63791,71751,10031,7261,14369,6088,432,ICA
X433,34249,46080,34745,40105,3983,3149,6268,2013,433,ICA
X435,15909,19636,15119,16581,3439,1974,5015,1697,435,ICA
X436,30890,36690,26695,33552,6085,4024,9078,3111,436,ICA
X437,39900,49552,38009,47403,6875,6424,10519,4352,437,ICA
X438,29547,36834,25033,34726,9795,7822,13521,6883,438,ICA
X439,34894,47790,33053,40433,7762,4858,11769,3618,439,ICA
X440,29941,35606,26400,34581,5900,4353,8384,3697,440,ICA
X441,36631,42146,30475,35830,9001,7055,12376,6298,441,ICA
X442,23074,31640,21784,32403,6596,4908,9420,4110,442,ICA
X443,27154,35131,25923,32550,6392,4554,9473,3522,443,ICA
X444,67370,76919,62744,68279,5869,6307,9555,3625,444,ICA
X445,49388,55283,46404,49404,5846,4818,8783,3486,445,ICA
X446,22900,30181,21197,31528,6126,3807,9076,3052,446,ICA
X447,31673,35934,27114,26337,3990,2839,5841,2268,447,ICA
X448,45255,55308,41534,46728,9108,6291,13223,5177,448,ICA
X449,52613,70210,55694,66478,12042,8641,17816,6702,449,ICA
X450,45612,60829,48872,61572,7483,5491,11543,3765,450,ICA
X451,29540,38092,30593,32964,5125,3673,7405,3027,451,ICA
X452,23544,33613,22774,33460,8967,7432,12411,6428,452,ICA
X453,68516,76914,76366,80155,3824,5397,6252,3090,453,ICA
X454,31089,41368,28189,39779,6040,4005,9243,2862,454,ICA
X455,50535,52056,41134,46782,9227,9079,12201,8023,455,ICA
X456,30409,38117,25658,34517,6987,4843,10406,3720,456,ICA
X458,39550,51795,45534,43760,6137,4048,9210,3076,458,ICA
X459,47835,63968,41724,61490,12135,8380,18151,6364,459,ICA
X460,18908,25854,19400,26624,4609,3206,7005,2319,460,ICA
X461,25509,29714,23398,30442,5270,3637,7611,3033,461,ICA
X462,24502,26914,23753,28615,4832,3643,7288,2653,462,ICA
X463,31570,39318,27243,30854,7647,4864,10938,4264,463,ICA
X464,59201,70404,58558,59418,6934,6577,10476,4581,464,ICA
X465,41346,56460,43438,49920,10025,7440,14546,6009,465,ICA
X466,39394,51245,33316,44861,10332,6895,15161,5570,466,ICA
X467,77896,87564,67454,73051,9490,6697,14837,4421,467,ICA
X468,34052,41103,32814,44479,7781,7905,11005,6196,468,ICA
X469,59750,79722,52816,71969,13518,10391,19763,8163,469,ICA
X470,62091,79191,57430,69820,13100,9678,19483,7352,470,ICA
X472,30426,36735,25905,30382,4163,2797,6232,2132,472,ICA
X473,16422,22886,15422,20415,4074,2453,6214,1805,473,ICA
X474,39835,49003,35029,45582,8650,6141,12771,4801,474,ICA
X475,31656,41308,30856,35515,6329,4008,9622,2951,475,ICA
X476,31939,39235,28753,37743,7005,4598,10512,3498,476,ICA
X478,36680,46390,32295,42703,6737,4355,10175,3261,478,ICA
X479,62207,72279,57897,77872,10650,8118,15968,5995,479,ICA
X480,25098,30608,23300,28958,5322,3337,7950,2604,480,ICA
X481,30548,39132,30193,36220,10827,9507,14287,8771,481,ICA
X482,41226,51081,37877,48018,8913,7546,13104,5716,482,ICA
X483,25117,32220,22563,30480,5916,4230,8755,3280,483,ICA
X484,43665,51336,42150,41955,5282,4674,8131,3141,484,ICA
X486,22197,28565,20303,27423,6061,4570,8530,3939,486,ICA
X487,36875,48802,37639,45750,8433,6795,12180,5424,487,ICA
X488,20332,26306,17831,19871,3203,2246,4957,1534,488,ICA
X489,35972,51917,33542,51792,11041,7400,16448,5725,489,ICA
X491,33695,46791,35345,46632,9707,7915,13542,6776,491,ICA
X493,46183,56948,42833,49932,13733,11156,18580,10139,493,ICA
X494,49497,57274,42296,52151,7615,5484,11076,4439,494,ICA
X495,26283,40274,26089,36984,7685,5560,11066,4606,495,ICA
